@relation full_data

@attribute price numeric
@attribute retail_price numeric
@attribute uses_ad_boosts numeric
@attribute rating numeric
@attribute rating_count numeric
@attribute rating_five_count numeric
@attribute rating_four_count numeric
@attribute rating_three_count numeric
@attribute rating_two_count numeric
@attribute rating_one_count numeric
@attribute badges_count numeric
@attribute badge_local_product numeric
@attribute badge_product_quality numeric
@attribute badge_fast_shipping numeric
@attribute product_variation_inventory numeric
@attribute shipping_option_price numeric
@attribute shipping_is_express numeric
@attribute countries_shipped_to numeric
@attribute inventory_total numeric
@attribute merchant_rating_count numeric
@attribute merchant_rating numeric
@attribute merchant_has_profile_picture numeric
@attribute size_encoded numeric
@attribute price_converted numeric
@attribute color_encoded numeric
@attribute units_sold_categories {Slow,Hot,Stable}

@data
5.9,5,1,3.5,425,158,75,79,46,67,0,0,0,0,50,2,0,58,50,6357,4.254208,0,8,6.49,52,Stable
5,5,0,4.64,377,293,52,19,6,7,1,0,1,0,31,2,0,35,50,2904,4.422521,0,8,5.5,58,Stable
12,11,0,4.15,5351,2940,1130,712,295,274,0,0,0,0,50,3,0,36,50,30892,4.111647,1,4,13.2,69,Hot
5,5,0,4.07,7753,4166,1546,1044,438,559,0,0,0,0,50,2,0,32,50,43676,4.283611,0,8,5.5,25,Hot
12,76,0,4.17,2477,1312,611,337,88,129,0,0,0,0,50,3,0,38,50,151914,4.127921,0,4,13.2,37,Hot
6,6,1,3.96,661,337,124,98,38,64,0,0,0,0,50,2,0,35,50,14095,4.089677,0,2,6.6,25,Hot
9,51,0,4.11,283,173,46,18,15,31,0,0,0,0,50,3,0,43,50,80093,4.006692,0,2,9.9,4,Stable
15,13,0,4.34,3845,2458,726,355,134,172,1,0,1,0,50,4,0,10,50,18910,4.387414,1,3,16.5,60,Hot
8,7,1,3.99,219,117,42,23,15,22,0,0,0,0,17,3,0,23,50,12309,4.04517,1,3,8.8,52,Stable
8,11,1,3.84,153,72,30,23,10,18,0,0,0,0,50,2,0,43,50,2992,4.260027,0,2,8.8,24,Stable
8,7,0,3.5,558,204,110,99,49,96,0,0,0,0,4,2,0,139,50,8352,4.216954,0,1,8.8,11,Stable
2.69,3,1,3.32,74,30,12,5,6,21,0,0,0,0,50,1,0,127,50,193,3.958549,0,8,2.959,11,Stable
6,29,0,3.71,615,309,86,60,55,105,0,0,0,0,7,2,0,42,50,1998,4.069069,0,8,6.6,69,Stable
5.83,64,1,3.19,52,17,8,9,4,14,0,0,0,0,50,2,0,9,50,4943,4.118349,0,3,6.413,69,Slow
11,10,1,4.34,101,55,29,14,2,1,1,0,1,0,50,2,0,40,50,32715,4.165001,0,2,12.1,52,Stable
27,23,1,4.25,12,7,2,2,1,0,0,0,0,0,50,7,0,26,50,399,3.937343,0,1,29.7,5,Slow
4,4,1,5,0,0,0,0,0,0,0,0,0,0,50,1,0,58,50,6357,4.254208,0,8,4.4,4,Slow
16,14,0,3.74,3079,1311,663,461,291,353,0,0,0,0,50,4,0,46,50,78616,4.310433,0,2,17.6,37,Hot
11,18,1,4.14,5759,3125,1205,838,305,286,0,0,0,0,50,3,0,46,50,320031,4.218866,1,2,12.1,46,Hot
8,30,0,3.61,5756,2107,1226,1189,553,681,0,0,0,0,50,2,0,42,50,73701,4.105127,0,2,8.8,60,Hot
11,12,0,3.96,666,360,100,91,47,68,0,0,0,0,50,2,0,23,50,9325,4.122466,0,2,12.1,25,Hot
9,8,1,3.72,489,204,100,84,44,57,0,0,0,0,5,3,0,38,50,40245,3.99759,0,8,9.9,60,Stable
12,11,0,3.94,841,418,166,119,63,75,0,0,0,0,50,3,0,17,50,5264,4.032865,0,2,13.2,4,Stable
7,84,1,3.7,46,18,7,13,5,3,0,0,0,0,27,2,0,38,50,263,3.779468,0,1,7.7,25,Slow
8,7,0,3.97,200,102,35,35,11,17,0,0,0,0,50,3,0,14,50,5175,3.870918,0,2,8.8,39,Stable
9,8,0,4.28,1120,698,205,108,47,62,1,0,1,0,50,3,0,39,50,24564,3.92888,0,2,9.9,4,Stable
8,7,0,3.4,62,24,11,7,6,14,0,0,0,0,50,2,0,14,50,738,3.829268,0,1,8.8,69,Stable
12,87,0,4.11,2404,1324,488,294,122,176,0,0,0,0,15,3,0,40,50,90105,4.201298,1,3,13.2,60,Hot
13,72,0,3.99,326,161,71,51,17,26,0,0,0,0,50,3,0,48,50,1370,4.420438,1,2,14.3,4,Stable
3,3,0,3.2,1166,334,211,233,131,257,1,1,0,0,50,1,0,32,50,13884,4.222846,0,2,3.3,60,Stable
5,5,0,3.2,1185,360,190,231,137,267,0,0,0,0,10,2,0,48,50,32168,3.884544,0,2,5.5,24,Stable
12,11,0,3.68,781,301,173,148,72,87,0,0,0,0,50,3,0,139,50,779,3.776637,0,3,13.2,11,Stable
8,7,0,4,8,4,2,1,0,1,0,0,0,0,50,3,0,36,50,2283,4.127902,0,1,8.8,46,Slow
7,6,1,3.98,129,64,21,28,9,7,1,1,0,0,50,2,0,27,50,794,4.277078,0,1,7.7,60,Stable
9,76,0,3.55,7088,2635,1394,1315,715,1029,0,0,0,0,50,3,0,36,50,51369,3.968269,1,2,9.9,24,Hot
13,11,0,4.12,2901,1573,606,399,135,188,0,0,0,0,50,3,0,36,50,14502,4.147842,1,3,14.3,4,Hot
7,25,0,3.5,774,258,176,147,81,112,0,0,0,0,2,2,0,27,50,11680,4.192894,0,2,7.7,53,Stable
3.87,4,1,3.68,62,28,11,7,7,9,0,0,0,0,1,1,0,40,50,265,3.626415,0,1,4.257,24,Stable
15,92,0,3.51,74,26,15,15,7,11,0,0,0,0,50,4,0,38,50,151914,4.127921,0,4,16.5,53,Slow
5.91,5,0,3.38,414,156,58,72,45,83,0,0,0,0,50,2,0,36,50,12134,3.866903,0,2,6.501,60,Stable
3,8,1,3.79,57,25,10,13,3,6,0,0,0,0,1,1,0,41,50,4080,3.98799,0,1,3.3,57,Slow
8,7,1,4.25,3127,1919,580,304,128,196,1,0,1,0,50,2,0,44,50,16803,4.155032,0,3,8.8,4,Hot
6,9,1,4.08,1367,722,293,185,77,90,0,0,0,0,50,2,0,41,50,5316,4.224605,0,2,6.6,39,Hot
5,19,0,3.71,59,24,15,8,3,9,0,0,0,0,15,2,0,11,50,210,3.961905,0,8,5.5,60,Slow
7,6,1,4.07,14,8,3,1,0,2,0,0,0,0,50,2,0,41,50,7023,4.235939,0,2,7.7,53,Slow
