@relation full_data

@attribute price numeric
@attribute retail_price numeric
@attribute uses_ad_boosts numeric
@attribute rating numeric
@attribute rating_count numeric
@attribute rating_five_count numeric
@attribute rating_four_count numeric
@attribute rating_three_count numeric
@attribute rating_two_count numeric
@attribute rating_one_count numeric
@attribute badges_count numeric
@attribute badge_local_product numeric
@attribute badge_product_quality numeric
@attribute badge_fast_shipping numeric
@attribute product_variation_inventory numeric
@attribute shipping_option_price numeric
@attribute shipping_is_express numeric
@attribute countries_shipped_to numeric
@attribute inventory_total numeric
@attribute merchant_rating_count numeric
@attribute merchant_rating numeric
@attribute merchant_has_profile_picture numeric
@attribute size_encoded numeric
@attribute price_converted numeric
@attribute color_encoded numeric
@attribute units_sold_categories {Slow,Hot,Stable}

@data
16,14,0,3.76,54,26,8,10,1,9,0,0,0,0,50,4,0,34,50,568,4.128521,0,3,17.6,60,Slow
8,22,1,3.45,6135,2269,1027,1118,644,1077,0,0,0,0,50,2,0,41,50,17752,3.899673,0,1,8.8,24,Hot
8,43,0,3.57,14,5,4,2,0,3,0,0,0,0,1,3,0,36,50,295,3.989831,0,1,8.8,37,Slow
8,8,1,4.03,579,295,119,87,42,36,0,0,0,0,50,2,0,41,50,23832,4.020435,0,3,8.8,4,Stable
2.72,3,1,3.1,20,6,4,2,2,6,0,0,0,0,1,1,0,35,50,14482,4.001588,0,2,2.992,69,Slow
3.92,9,0,5,1,1,0,0,0,0,0,0,0,0,1,1,0,40,50,65,3.507692,0,8,4.312,39,Slow
7,6,0,3.84,6742,3172,1352,971,490,757,0,0,0,0,50,2,0,31,50,10194,4.076516,1,1,7.7,60,Hot
12,11,0,3.76,286,120,56,61,18,31,0,0,0,0,50,3,0,139,50,342,3.681287,0,8,13.2,11,Stable
11,84,1,3.47,15,6,2,3,1,3,0,0,0,0,50,2,0,36,50,330,3.80303,0,3,12.1,4,Slow
5.78,22,0,3.6,687,287,128,92,68,112,0,0,0,0,50,2,0,33,50,5534,3.999819,0,2,6.358,3,Stable
5.79,5,0,3.46,613,245,101,81,61,125,0,0,0,0,2,2,0,25,50,9470,3.956811,0,8,6.369,25,Stable
6,8,1,3.31,13,3,4,3,0,3,0,0,0,0,2,2,0,40,50,3515,3.983784,0,1,6.6,29,Slow
1.91,6,1,3.45,141,49,29,24,14,25,0,0,0,0,1,1,0,38,50,557,4.123878,0,1,2.101,43,Stable
5.79,42,0,3.32,121,36,24,23,19,19,0,0,0,0,50,2,0,43,50,5083,3.947472,0,2,6.369,53,Stable
2,2,1,3.65,2457,984,481,459,206,327,0,0,0,0,1,1,0,36,50,55499,4.138885,0,2,2.2,69,Hot
11,81,0,3.92,426,204,94,62,21,45,0,0,0,0,50,3,0,41,50,39381,4.066326,0,2,12.1,4,Stable
11,10,0,3.72,2058,840,435,386,158,239,0,0,0,0,50,2,0,34,50,6302,3.958426,0,4,12.1,53,Hot
5,25,1,3.83,17980,8290,3483,2951,1410,1846,0,0,0,0,50,1,0,41,50,139223,3.933581,0,2,5.5,60,Hot
9,9,0,3.82,5479,2456,1162,853,431,577,0,0,0,0,50,3,0,43,50,22089,4.081624,0,2,9.9,11,Hot
7,7,0,3.67,214,87,36,49,17,25,0,0,0,0,7,2,0,41,50,3592,4.062361,0,2,7.7,53,Stable
11,10,0,3.84,1183,506,274,216,81,106,0,0,0,0,50,3,0,69,50,23609,4.256597,0,2,12.1,24,Stable
5,6,0,3.6,3552,1437,632,610,358,515,0,0,0,0,11,2,0,41,50,12913,3.981337,1,2,5.5,4,Hot
11,26,0,3.38,72,27,11,11,8,15,0,0,0,0,2,2,0,51,50,4516,4.231842,0,2,12.1,2,Stable
7,6,1,3.67,510,213,98,85,45,69,0,0,0,0,50,2,0,138,50,96838,4.264659,0,3,7.7,2,Stable
5.71,5,0,3.75,678,290,145,104,61,78,0,0,0,0,19,2,0,43,50,80093,4.006692,0,8,6.281,4,Stable
9,32,0,4.15,567,323,116,58,28,42,0,0,0,0,50,3,0,41,50,9395,4.110059,0,3,9.9,2,Stable
9,9,0,4.03,216,105,48,39,12,12,0,0,0,0,5,3,0,60,50,4298,4.229409,0,3,9.9,58,Stable
5.65,5,0,4.29,2996,1781,628,374,104,109,1,0,1,0,50,2,0,43,50,40943,4.017488,0,2,6.215,60,Hot
1.74,2,1,4.25,12,7,3,1,0,1,0,0,0,0,50,1,0,41,50,18138,3.831514,0,1,1.914,46,Slow
5.65,6,0,4.06,301,156,70,34,18,23,0,0,0,0,50,2,0,54,50,7034,4.060279,0,6,6.215,60,Stable
14,76,0,4.06,31,17,4,6,3,1,0,0,0,0,50,4,0,36,50,51369,3.968269,1,2,15.4,58,Slow
5.65,6,1,4.37,217,137,42,24,9,5,1,0,1,0,10,2,0,38,50,44837,4.065905,0,8,6.215,4,Stable
8,7,0,3.81,443,215,76,65,29,58,0,0,0,0,4,2,0,46,50,3460,3.870809,0,2,8.8,3,Stable
2.66,3,0,3.44,1136,418,187,201,133,197,0,0,0,0,50,1,0,22,50,223392,4.306363,0,3,2.926,4,Stable
9,8,0,3.8,1231,555,240,211,87,138,0,0,0,0,50,3,0,45,50,10600,3.867547,0,2,9.9,69,Hot
11,10,0,4.16,274,162,47,34,10,21,1,0,1,0,50,3,0,31,50,13946,4.000143,0,2,12.1,60,Stable
8,17,1,2.75,8,2,0,3,0,3,0,0,0,0,50,3,0,40,50,47981,4.025364,0,2,8.8,11,Slow
14,12,1,4.06,643,365,109,73,33,63,0,0,0,0,2,3,0,43,50,80093,4.006692,0,8,15.4,39,Stable
5.8,8,1,3.83,6,3,1,1,0,1,0,0,0,0,1,1,0,43,50,16741,3.920853,0,1,6.38,2,Slow
13,13,0,4.16,138,82,27,10,7,12,1,0,1,0,50,3,0,41,50,12913,3.981337,1,2,14.3,46,Stable
9,81,0,4.26,5359,3111,1172,650,204,222,1,0,1,0,50,3,0,40,50,59198,4.105054,0,4,9.9,4,Hot
7,68,0,1.5,2,0,0,0,1,1,0,0,0,0,50,2,0,43,50,397,3.858942,0,2,7.7,60,Slow
12,14,1,3.79,24,11,6,2,1,4,0,0,0,0,50,3,0,22,50,196,4.020408,0,2,13.2,4,Slow
3.69,40,0,3.53,59,22,11,12,4,10,0,0,0,0,2,1,0,24,50,10917,4.364844,0,1,4.059,25,Slow
5,5,1,3.82,3208,1467,607,558,241,335,1,1,0,0,50,1,0,63,50,27055,4.151395,0,8,5.5,60,Hot
5.84,56,0,3.28,36,11,4,11,4,6,0,0,0,0,50,1,0,43,50,40943,4.017488,0,2,6.424,2,Slow
16,14,0,3,3,0,2,0,0,1,0,0,0,0,2,4,0,34,50,31,3.548387,0,8,17.6,24,Slow
13,50,0,4.03,855,451,165,120,51,68,0,0,0,0,50,3,0,32,50,9136,4.085705,1,2,14.3,54,Stable
9,8,0,3.18,1783,535,289,344,189,426,0,0,0,0,50,3,0,24,50,10474,3.908535,0,2,9.9,60,Hot
7,6,0,3.8,61,28,11,12,2,8,0,0,0,0,50,2,0,45,50,139607,4.216386,0,2,7.7,4,Slow
11,20,0,3.43,14,5,3,2,1,3,0,0,0,0,50,2,0,34,50,3120,4.174679,0,2,12.1,60,Slow
5.84,11,0,4.19,307,171,71,35,12,18,0,0,0,0,1,1,0,40,50,10377,4.172786,0,8,6.424,11,Stable
1,11,1,3.8,5,3,0,1,0,1,0,0,0,0,37,1,0,41,50,8197,3.858119,0,8,1.1,11,Stable
11,60,1,3.38,37,15,3,9,1,9,0,0,0,0,49,2,0,25,50,703,3.960171,0,2,12.1,60,Stable
9,8,1,4.03,889,464,178,126,52,69,0,0,0,0,50,3,0,33,50,16013,4.108849,0,4,9.9,12,Stable
6,56,1,3.5,938,349,171,173,88,157,0,0,0,0,1,2,0,28,50,13309,3.8767,0,8,6.6,53,Stable
1,10,0,3.56,52,22,8,9,3,10,0,0,0,0,2,1,0,40,50,91631,3.837937,1,8,1.1,60,Slow
9,8,0,4.06,743,400,142,103,45,53,0,0,0,0,50,3,0,41,50,20681,3.999371,1,2,9.9,43,Stable
6,6,0,4,8,5,0,1,2,0,0,0,0,0,5,2,0,23,50,127,3.874016,0,1,6.6,62,Slow
11,68,0,4.13,211,120,37,31,8,15,0,0,0,0,50,2,0,40,50,11597,4.215228,0,3,12.1,53,Stable
7,6,0,4,4,3,0,0,0,1,0,0,0,0,50,2,0,139,50,34,4.352941,0,1,7.7,11,Slow
5,38,1,5,2,2,0,0,0,0,0,0,0,0,17,1,0,33,50,9,3.666667,0,1,5.5,3,Slow
5.87,11,1,3.91,209,100,41,34,17,17,0,0,0,0,6,1,0,29,50,6187,4.391304,0,2,6.457,60,Stable
11,10,0,3.72,1008,447,201,135,81,144,0,0,0,0,50,2,0,25,50,61895,4.268002,1,3,12.1,60,Stable
8,10,0,2.71,7,1,1,2,1,2,0,0,0,0,4,3,0,20,50,224,3.892857,0,1,8.8,53,Slow
14,67,0,3.81,187,84,40,28,14,21,0,0,0,0,50,4,0,40,50,11900,4.150756,1,3,15.4,11,Stable
2,9,0,3.47,32,11,6,5,7,3,0,0,0,0,1,1,0,40,50,4856,4.167628,0,8,2.2,60,Slow
8,7,1,3.93,1670,823,340,250,89,168,0,0,0,0,50,3,0,30,50,66644,4.137582,1,3,8.8,69,Hot
5.79,30,1,3.41,212,73,49,23,25,42,0,0,0,0,50,2,0,118,50,21012,4.189844,1,1,6.369,60,Stable
8,22,1,3.74,47,24,5,6,6,6,0,0,0,0,50,3,0,41,50,50593,3.876762,0,2,8.8,67,Slow
4.94,5,1,3.93,1331,659,255,199,101,117,0,0,0,0,6,1,0,49,50,55670,4.121484,1,3,5.434,6,Hot
8,7,0,3.82,2520,1220,433,365,203,299,0,0,0,0,50,3,0,14,50,8821,3.87201,0,3,8.8,43,Hot
11,10,1,3.46,50,20,7,8,6,9,0,0,0,0,50,3,0,41,50,225438,4.30112,0,2,12.1,4,Slow
8,33,0,5,0,0,0,0,0,0,0,0,0,0,50,2,0,25,50,1496,4.169786,0,2,8.8,4,Slow
9,33,1,4.5,4,2,2,0,0,0,0,0,0,0,50,3,0,41,50,8397,4.120281,0,2,9.9,60,Slow
7,6,0,4.26,53,30,14,5,1,3,0,0,0,0,50,2,0,31,50,2055,3.837956,1,2,7.7,2,Slow
11,10,0,4.24,1045,644,183,114,38,66,0,0,0,0,50,3,0,36,50,9200,4.289674,0,2,12.1,52,Hot
8,92,0,3.56,16,6,5,0,2,3,0,0,0,0,50,2,0,55,50,7076,3.968061,0,2,8.8,69,Slow
5.83,5,1,4.22,2055,1162,488,212,83,110,0,0,0,0,1,1,0,35,50,126370,4.146957,1,2,6.413,64,Hot
8,7,0,3.42,373,144,57,60,35,77,0,0,0,0,50,2,0,63,50,1322,3.965204,0,2,8.8,46,Stable
5.77,5,1,4,4,1,2,1,0,0,0,0,0,0,45,1,0,31,50,8996,3.91574,0,2,6.347,2,Slow
5.9,5,0,3.64,1933,867,298,299,151,318,0,0,0,0,4,1,0,30,50,2366,3.951817,0,8,6.49,25,Hot
6,20,0,3.08,13,4,2,2,1,4,0,0,0,0,50,2,0,43,50,2776,3.931196,0,2,6.6,53,Slow
7,6,1,4.41,17444,11548,3191,1632,507,566,1,0,1,0,2,2,0,35,50,126370,4.146957,1,3,7.7,24,Hot
8,7,1,3.7,1404,593,278,232,124,177,0,0,0,0,1,2,0,48,50,4178,3.93753,0,3,8.8,46,Hot
12,11,0,3.81,341,163,63,48,21,46,0,0,0,0,50,3,0,13,50,2248,4.150356,0,2,13.2,6,Stable
5.78,8,1,4,3975,2054,774,576,242,329,0,0,0,0,50,1,0,29,50,6555,4.184134,0,1,6.358,46,Hot
12,17,0,3.94,387,189,76,67,21,34,0,0,0,0,50,3,0,43,50,1288,3.978261,0,2,13.2,60,Stable
11,10,1,4.07,3070,1635,642,392,177,224,0,0,0,0,50,2,0,35,50,12974,3.965701,0,4,12.1,37,Hot
8,51,0,4.29,31,19,5,5,1,1,1,0,1,0,50,2,0,43,50,5846,3.832535,0,2,8.8,46,Slow
5.77,48,0,4.1,20744,11184,4152,2919,1174,1315,0,0,0,0,50,2,0,46,50,330405,4.067348,1,1,6.347,4,Hot
9,8,0,3.7,3820,1726,654,568,324,548,0,0,0,0,44,3,0,20,50,15748,4.064643,0,3,9.9,25,Hot
1.72,2,1,3.77,30,15,3,5,4,3,0,0,0,0,10,1,0,48,50,32168,3.884544,0,1,1.892,21,Slow
1.86,9,1,3.57,42,17,9,4,5,7,0,0,0,0,2,1,0,40,50,7248,3.943019,0,1,2.046,46,Slow
14,92,1,4.54,13,10,2,0,0,1,0,0,0,0,50,3,0,36,50,54,4.185185,0,1,15.4,4,Slow
3.69,4,0,3.64,212,95,33,32,16,36,0,0,0,0,5,1,0,24,50,1559,4.039128,0,1,4.059,53,Stable
11,30,1,4.11,28,17,4,3,1,3,2,1,0,1,2,3,0,45,50,9541,4.21046,0,8,12.1,44,Slow
9,8,1,3.18,72,17,19,12,8,16,0,0,0,0,10,3,0,26,50,288,3.729167,0,8,9.9,53,Slow
6,8,0,3.96,1338,685,257,187,72,137,0,0,0,0,50,2,0,43,50,54504,3.801684,1,4,6.6,4,Hot
20,17,1,2.8,15,2,3,5,0,5,0,0,0,0,50,6,0,36,50,67,3.298507,0,8,22,24,Slow
5.66,5,0,3.89,1161,558,242,159,75,127,0,0,0,0,50,2,0,42,50,99283,4.285598,0,2,6.226,4,Stable
8,65,0,3.97,29,18,1,5,1,4,0,0,0,0,1,2,0,33,50,239,3.882845,0,2,8.8,60,Slow
8,7,1,3.61,668,254,155,102,61,96,0,0,0,0,10,2,0,39,50,40616,4.098557,0,8,8.8,35,Stable
6,6,1,3.82,134,62,26,23,6,17,0,0,0,0,1,2,0,35,50,670,3.844776,0,2,6.6,25,Stable
11,10,0,3.96,1556,743,338,258,110,107,0,0,0,0,50,3,0,23,50,4610,4.252711,0,2,12.1,4,Stable
7,6,1,4.2,107,66,13,18,3,7,0,0,0,0,3,2,0,26,50,247,3.94332,0,1,7.7,60,Stable
11,10,0,3.77,1694,725,376,272,112,209,0,0,0,0,50,3,0,31,50,13946,4.000143,0,1,12.1,53,Hot
5.81,30,0,2.61,18,3,2,5,1,7,0,0,0,0,3,2,0,41,50,26473,3.894761,0,1,6.391,24,Slow
14,12,0,3.93,2946,1427,614,452,180,273,0,0,0,0,36,4,0,26,50,32858,3.885538,0,8,15.4,11,Hot
5,51,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,36,50,295,3.989831,0,1,5.5,4,Slow
5,5,1,4.3,10,6,2,1,1,0,0,0,0,0,3,2,0,22,50,10799,4.167979,0,8,5.5,15,Slow
11,10,0,4.12,249,143,48,24,12,22,0,0,0,0,50,2,0,21,50,8989,3.85193,1,2,12.1,37,Stable
12,67,0,3.67,3,2,0,0,0,1,0,0,0,0,20,3,0,32,50,238,4.008403,0,1,13.2,46,Slow
5.68,5,0,4.5,2,1,1,0,0,0,0,0,0,0,50,2,0,109,50,160,4.5125,1,8,6.248,52,Slow
11,10,1,4,12,7,1,2,1,1,0,0,0,0,50,2,0,32,50,546,4.014652,0,2,12.1,4,Slow
17,15,0,4.16,3040,1782,565,332,123,238,1,0,1,0,50,5,0,52,50,12881,4.352612,1,2,18.7,24,Hot
7,43,0,3.71,21,10,5,0,2,4,0,0,0,0,9,2,0,40,50,9078,3.878167,0,2,7.7,52,Slow
12,85,1,4.75,4,3,1,0,0,0,0,0,0,0,18,3,0,35,50,57,4.175439,0,2,13.2,24,Slow
7,6,0,5,2,2,0,0,0,0,0,0,0,0,50,2,0,41,50,9703,3.970731,0,2,7.7,4,Slow
7,33,0,3,2,0,1,0,1,0,0,0,0,0,50,2,0,41,50,25222,4.001546,0,2,7.7,11,Slow
11,59,0,4.11,135,75,24,19,10,7,0,0,0,0,50,2,0,41,50,6715,4.057185,1,3,12.1,69,Stable
12,43,0,3.59,27,7,9,7,1,3,0,0,0,0,50,3,0,42,50,3237,3.948409,0,3,13.2,32,Slow
13,51,0,3.61,127,59,16,20,7,25,0,0,0,0,50,3,0,43,50,17244,3.946416,0,2,14.3,69,Stable
2.72,9,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,33,50,378,3.597884,0,1,2.992,43,Slow
6,6,1,3.99,1600,809,322,238,100,131,0,0,0,0,50,2,0,33,50,16013,4.108849,0,4,6.6,24,Hot
9,56,1,4.03,30,17,6,2,1,4,0,0,0,0,3,3,0,19,50,49,3.714286,0,8,9.9,47,Slow
5,5,0,5,1,1,0,0,0,0,0,0,0,0,5,2,0,47,50,4,3.75,0,1,5.5,69,Slow
5.86,5,0,3.73,150,71,23,23,11,22,0,0,0,0,6,1,0,30,50,9308,3.993017,0,1,6.446,60,Stable
2,2,1,3.99,980,520,180,120,67,93,0,0,0,0,1,1,0,23,50,12309,4.04517,1,2,2.2,24,Hot
7,6,0,4.38,996,654,178,94,32,38,1,0,1,0,8,2,0,41,50,130598,3.946791,0,1,7.7,25,Stable
5.66,6,0,3.08,13,3,3,3,0,4,0,0,0,0,50,2,0,35,50,2782,4.069015,0,2,6.226,4,Slow
13,17,0,4.11,792,450,150,88,35,69,0,0,0,0,6,3,0,43,50,4571,3.910742,0,1,14.3,46,Stable
8,7,1,3.6,1254,500,241,207,126,180,0,0,0,0,27,3,0,28,50,88193,4.080891,1,4,8.8,69,Stable
11,10,1,3.78,299,120,73,55,22,29,0,0,0,0,5,3,0,35,50,433,3.896074,0,8,12.1,25,Stable
8,7,0,4.05,8904,4640,1964,1121,493,686,0,0,0,0,50,2,0,31,50,19221,4.168097,0,2,8.8,4,Hot
16,76,1,3.53,38,15,9,2,5,7,0,0,0,0,50,5,0,58,50,1088,4.272059,1,2,17.6,53,Slow
11,10,0,4.6,5,3,2,0,0,0,0,0,0,0,12,3,0,42,50,38936,4.122997,1,8,12.1,25,Slow
8,7,0,4.16,6860,3906,1326,869,343,416,1,0,1,0,50,2,0,32,50,43676,4.283611,0,2,8.8,4,Hot
14,12,1,4.04,481,267,86,60,18,50,0,0,0,0,50,4,0,41,50,26473,3.894761,0,3,15.4,29,Stable
7,6,0,3.6,25,10,4,5,3,3,0,0,0,0,50,2,0,127,50,483,4.15528,0,2,7.7,4,Slow
12,11,1,3.89,2294,1099,449,362,154,230,0,0,0,0,25,3,0,50,50,59903,4.153665,1,4,13.2,46,Hot
7,50,0,3.49,49,16,11,10,5,7,0,0,0,0,50,2,0,132,50,1290,4.011628,0,2,7.7,1,Stable
2,56,1,3.07,28,11,3,1,3,10,0,0,0,0,2,1,0,26,50,4435,3.696054,0,2,2.2,29,Slow
6,16,1,3.11,27,6,6,5,5,5,0,0,0,0,25,2,0,18,50,9177,3.874033,0,2,6.6,60,Slow
8,7,1,4.07,267,148,44,40,15,20,0,0,0,0,50,3,0,38,50,2745,4.125683,0,2,8.8,30,Stable
8,84,0,3.96,8960,4468,1850,1277,583,782,0,0,0,0,50,3,0,125,50,48654,4.204916,0,2,8.8,58,Hot
8,25,0,4,32,19,5,1,3,4,0,0,0,0,50,3,0,43,50,13127,4.123943,0,1,8.8,29,Stable
11,22,1,3.97,359,180,74,49,28,28,0,0,0,0,50,2,0,30,50,4508,4.330745,0,1,12.1,4,Stable
3.66,4,0,3.19,1080,327,170,211,128,244,0,0,0,0,2,1,0,45,50,10600,3.867547,0,2,4.026,24,Stable
1.68,2,1,3.67,12,6,2,1,0,3,0,0,0,0,1,1,0,40,50,1047,3.956065,0,8,1.848,60,Slow
13,11,0,2.5,2,0,1,0,0,1,0,0,0,0,36,3,0,29,50,31,3.774194,0,8,14.3,60,Slow
13,11,1,3.82,11,5,3,1,0,2,0,0,0,0,30,3,0,43,50,80093,4.006692,0,2,14.3,69,Stable
11,16,1,2.92,12,2,1,6,0,3,0,0,0,0,50,2,0,16,50,18,3.666667,0,2,12.1,67,Slow
7,9,0,3.75,219,101,36,38,15,29,0,0,0,0,2,2,0,44,50,30643,4.152727,1,2,7.7,4,Stable
4.81,76,0,4.16,3135,1695,721,416,140,163,0,0,0,0,45,1,0,39,50,24564,3.92888,0,2,5.291,52,Hot
9,8,0,4.29,761,476,128,90,34,33,0,0,0,0,50,3,0,55,50,5819,4.151916,0,3,9.9,67,Stable
18,115,0,3.68,177,73,36,31,12,25,0,0,0,0,34,5,0,51,50,300,4.156667,0,3,19.8,53,Slow
7,6,1,3.63,601,245,102,121,55,78,0,0,0,0,50,2,0,41,50,12033,4.024765,0,2,7.7,3,Stable
5,8,1,3.06,31,9,5,5,3,9,0,0,0,0,1,1,0,40,50,8484,3.995167,0,8,5.5,36,Stable
1.68,2,1,3.76,51,20,13,10,2,6,0,0,0,0,1,1,0,30,50,365,3.942466,0,1,1.848,4,Stable
7,6,1,3.81,21,8,4,6,3,0,0,0,0,0,3,2,0,49,50,44,3.772727,0,8,7.7,11,Slow
6,7,0,2.67,3,1,0,0,1,1,0,0,0,0,46,2,0,8,50,1374,4.058952,0,2,6.6,46,Slow
13,19,1,3.76,151,70,31,16,12,22,0,0,0,0,50,3,0,12,50,171,3.94152,0,2,14.3,4,Stable
11,89,0,3.46,24,8,5,6,0,5,0,0,0,0,50,2,0,52,50,73595,4.385692,1,2,12.1,4,Slow
7,6,0,3.29,1042,384,146,158,98,256,0,0,0,0,4,2,0,46,50,3460,3.870809,0,2,7.7,25,Stable
12,11,0,2,3,0,1,0,0,2,0,0,0,0,50,3,0,38,50,5301,4.001132,0,1,13.2,46,Slow
6,17,0,4.14,93,50,18,15,8,2,0,0,0,0,37,2,0,74,50,629,4.166932,0,3,6.6,4,Slow
6,17,0,3.28,449,165,50,83,49,102,0,0,0,0,50,2,0,49,50,7851,4.216278,0,8,6.6,60,Stable
8,7,1,3.89,9,5,2,0,0,2,0,0,0,0,25,3,0,28,50,88193,4.080891,1,8,8.8,24,Slow
8,7,0,3.14,29,9,4,6,2,8,0,0,0,0,5,2,0,32,50,89,4.067416,0,1,8.8,69,Slow
11,84,0,3.98,792,398,163,112,54,65,0,0,0,0,50,2,0,137,50,6460,4.141022,0,5,12.1,49,Stable
6,22,0,4.04,548,305,87,78,29,49,0,0,0,0,21,2,0,55,50,7076,3.968061,0,2,6.6,46,Stable
11,10,1,3.76,168,77,32,26,7,26,0,0,0,0,50,3,0,42,50,1452,3.735537,0,3,12.1,4,Stable
9,8,1,4.16,31,17,7,4,1,2,0,0,0,0,20,3,0,35,50,2869,3.974556,0,2,9.9,22,Slow
8,26,0,3.07,14,3,2,5,1,3,0,0,0,0,50,2,0,40,50,43,3.186047,0,6,8.8,4,Slow
3.78,4,1,3.35,79,30,13,11,5,20,0,0,0,0,1,1,0,38,50,105015,3.789601,0,1,4.158,53,Stable
8,7,0,3.89,9,5,2,0,0,2,0,0,0,0,50,2,0,124,50,32724,4.101118,0,2,8.8,60,Slow
6,145,1,3.83,52,23,13,5,6,5,0,0,0,0,49,2,0,49,50,2602,4.159493,0,1,6.6,24,Slow
8,17,0,3.96,288,133,75,39,18,23,0,0,0,0,50,3,0,32,50,892,3.901345,0,3,8.8,60,Stable
9,36,0,4.09,4345,2341,878,607,230,289,0,0,0,0,50,3,0,42,50,49327,4.168346,0,2,9.9,4,Hot
5.65,5,1,4.06,998,526,202,147,46,77,0,0,0,0,50,1,0,65,50,92654,4.251721,1,2,6.215,4,Stable
3,3,0,3.4,15,5,3,2,3,2,0,0,0,0,3,1,0,36,50,268,3.891791,0,1,3.3,3,Slow
8,10,0,3.8,5,3,0,1,0,1,0,0,0,0,5,2,0,23,50,129,3.790698,0,1,8.8,11,Slow
5.74,59,0,3.99,71,41,7,10,7,6,0,0,0,0,3,1,0,43,50,3161,4.181588,0,1,6.314,67,Stable
5,5,0,5,0,0,0,0,0,0,0,0,0,0,50,2,0,8,50,129,3.837209,0,2,5.5,60,Slow
8,7,1,3.61,5641,2245,1059,999,562,776,0,0,0,0,50,2,0,38,50,70773,4.03832,0,8,8.8,37,Hot
3.67,4,1,4.31,2072,1314,374,208,73,103,0,0,0,0,50,1,0,138,50,11333,4.395747,1,8,4.037,4,Hot
8,7,1,3.69,894,396,161,128,78,131,0,0,0,0,17,3,0,33,50,3209,4.278591,0,2,8.8,69,Stable
11,10,0,3.64,357,155,65,51,25,61,0,0,0,0,50,2,0,41,50,39381,4.066326,0,2,12.1,11,Stable
8,7,0,4,6,2,2,2,0,0,0,0,0,0,4,3,0,42,50,19281,4.159898,0,1,8.8,29,Slow
22,169,1,3.38,542,195,93,92,49,113,0,0,0,0,50,5,0,35,50,9341,4.147415,0,3,24.2,60,Stable
8,7,1,3.7,2441,1070,460,373,181,357,0,0,0,0,50,3,0,41,50,39381,4.066326,0,2,8.8,60,Hot
19,26,1,3.01,205,57,25,43,23,57,2,1,0,1,10,6,0,47,40,5048,4.159667,0,4,20.9,37,Stable
11,10,0,3.67,215,94,32,40,23,26,0,0,0,0,50,2,0,39,50,2377,4.063525,0,2,12.1,46,Stable
6,6,0,4.17,505,295,108,36,23,43,0,0,0,0,9,2,0,37,50,2996,4.348798,0,1,6.6,46,Stable
7,56,1,4.16,1378,747,317,172,66,76,0,0,0,0,15,2,0,41,50,25222,4.001546,0,2,7.7,46,Stable
7,6,1,3.84,1978,951,368,285,144,230,0,0,0,0,10,2,0,20,50,7069,4.055029,0,1,7.7,60,Hot
8,11,0,2.81,21,5,2,4,4,6,0,0,0,0,50,2,0,17,50,31,3.580645,0,2,8.8,67,Slow
14,26,0,3.61,72,31,14,8,6,13,0,0,0,0,2,3,0,39,50,7385,4.087339,0,1,15.4,25,Slow
6,6,1,3.67,27,9,8,5,2,3,0,0,0,0,5,2,0,38,50,4705,4.040595,0,8,6.6,13,Slow
11,12,0,3.45,1045,383,181,188,109,184,0,0,0,0,50,2,0,79,50,1490,3.946309,0,2,12.1,4,Stable
6,21,0,3.18,573,174,96,97,69,137,0,0,0,0,13,2,0,34,50,9827,4.11387,1,2,6.6,46,Stable
7,47,0,4.02,556,308,90,69,39,50,0,0,0,0,50,2,0,42,50,35262,3.939482,0,3,7.7,37,Stable
6,76,1,4.29,1741,1074,324,191,73,79,1,0,1,0,50,2,0,32,50,28159,4.183387,0,2,6.6,4,Hot
7,16,0,3.71,1792,802,331,255,146,258,0,0,0,0,50,2,0,45,50,1702,3.907168,0,2,7.7,53,Hot
9,65,1,3.7,162,70,32,26,10,24,0,0,0,0,50,3,0,36,50,3373,3.96472,0,3,9.9,53,Stable
8,10,0,5,2,2,0,0,0,0,0,0,0,0,5,2,0,23,50,127,3.874016,0,1,8.8,69,Slow
11,84,1,3.61,18,6,5,4,0,3,0,0,0,0,5,2,0,27,50,435,3.855172,0,1,12.1,22,Slow
8,7,1,3.76,11062,4663,2418,1868,842,1271,0,0,0,0,10,2,0,38,50,108048,4.052504,1,3,8.8,28,Hot
18,17,0,4.17,3229,1834,691,340,140,224,0,0,0,0,18,5,0,39,50,3309,4.250529,0,8,19.8,37,Hot
11,30,0,5,0,0,0,0,0,0,0,0,0,0,50,3,0,78,50,22621,4.295124,0,2,12.1,58,Slow
4.83,51,1,2,1,0,0,0,1,0,0,0,0,0,3,1,0,39,50,57,3.824561,0,1,5.313,60,Slow
8,7,1,4.57,7,5,1,1,0,0,0,0,0,0,2,3,0,37,50,610,3.814754,0,1,8.8,8,Slow
5.85,13,1,3.16,602,186,104,97,52,163,0,0,0,0,9,2,0,38,50,25631,3.894737,0,1,6.435,11,Stable
11,10,1,3.96,25,17,0,2,2,4,2,1,1,0,50,2,0,27,50,794,4.277078,0,1,12.1,53,Slow
9,34,1,4.44,18,13,3,0,1,1,0,0,0,0,50,3,0,39,50,1385,4.12491,0,3,9.9,4,Slow
15,101,0,3.91,646,334,106,94,41,71,1,1,0,0,22,4,0,40,50,29044,4.160274,1,4,16.5,69,Stable
5,5,0,4.06,197,109,37,25,6,20,0,0,0,0,50,2,0,39,50,2610,4.158238,0,3,5.5,60,Stable
