@relation categorized_units_sold_final

@attribute price numeric
@attribute retail_price numeric
@attribute uses_ad_boosts numeric
@attribute rating numeric
@attribute badges_count numeric
@attribute badge_local_product numeric
@attribute badge_product_quality numeric
@attribute badge_fast_shipping numeric
@attribute product_variation_inventory numeric
@attribute shipping_option_price numeric
@attribute shipping_is_express numeric
@attribute countries_shipped_to numeric
@attribute inventory_total numeric
@attribute merchant_rating_count numeric
@attribute merchant_rating numeric
@attribute merchant_has_profile_picture numeric
@attribute size_encoded numeric
@attribute price_converted numeric
@attribute color_encoded numeric
@attribute rating_five_proportion numeric
@attribute rating_four_proportion numeric
@attribute rating_three_proportion numeric
@attribute rating_two_proportion numeric
@attribute rating_one_proportion numeric
@attribute units_sold_categories {Slow,Hot,Stable}

@data
11,84,0,3.98,0,0,0,0,50,2,0,137,50,6460,4.141022,0,5,12.1,49,0.502525,0.205808,0.141414,0.068182,0.082071,Stable
6,22,0,4.04,0,0,0,0,21,2,0,55,50,7076,3.968061,0,2,6.6,46,0.556569,0.158759,0.142336,0.05292,0.089416,Stable
11,10,1,3.76,0,0,0,0,50,3,0,42,50,1452,3.735537,0,3,12.1,4,0.458333,0.190476,0.154762,0.041667,0.154762,Stable
9,8,1,4.16,0,0,0,0,20,3,0,35,50,2869,3.974556,0,2,9.9,22,0.548387,0.225806,0.129032,0.032258,0.064516,Slow
8,26,0,3.07,0,0,0,0,50,2,0,40,50,43,3.186047,0,6,8.8,4,0.214286,0.142857,0.357143,0.071429,0.214286,Slow
3.78,4,1,3.35,0,0,0,0,1,1,0,38,50,105015,3.789601,0,1,4.158,53,0.379747,0.164557,0.139241,0.063291,0.253165,Stable
8,7,0,3.89,0,0,0,0,50,2,0,124,50,32724,4.101118,0,2,8.8,60,0.555556,0.222222,0,0,0.222222,Slow
6,145,1,3.83,0,0,0,0,49,2,0,49,50,2602,4.159493,0,1,6.6,24,0.442308,0.25,0.096154,0.115385,0.096154,Slow
8,17,0,3.96,0,0,0,0,50,3,0,32,50,892,3.901345,0,3,8.8,60,0.461806,0.260417,0.135417,0.0625,0.079861,Stable
9,36,0,4.09,0,0,0,0,50,3,0,42,50,49327,4.168346,0,2,9.9,4,0.53878,0.202071,0.139701,0.052934,0.066513,Hot
5.65,5,1,4.06,0,0,0,0,50,1,0,65,50,92654,4.251721,1,2,6.215,4,0.527054,0.202405,0.147295,0.046092,0.077154,Stable
3,3,0,3.4,0,0,0,0,3,1,0,36,50,268,3.891791,0,1,3.3,3,0.333333,0.2,0.133333,0.2,0.133333,Slow
8,10,0,3.8,0,0,0,0,5,2,0,23,50,129,3.790698,0,1,8.8,11,0.6,0,0.2,0,0.2,Slow
5.74,59,0,3.99,0,0,0,0,3,1,0,43,50,3161,4.181588,0,1,6.314,67,0.577465,0.098592,0.140845,0.098592,0.084507,Stable
5,5,0,5,0,0,0,0,50,2,0,8,50,129,3.837209,0,2,5.5,60,?,?,?,?,?,Slow
8,7,1,3.61,0,0,0,0,50,2,0,38,50,70773,4.03832,0,8,8.8,37,0.397979,0.187733,0.177096,0.099628,0.137564,Hot
3.67,4,1,4.31,0,0,0,0,50,1,0,138,50,11333,4.395747,1,8,4.037,4,0.63417,0.180502,0.100386,0.035232,0.04971,Hot
8,7,1,3.69,0,0,0,0,17,3,0,33,50,3209,4.278591,0,2,8.8,69,0.442953,0.180089,0.143177,0.087248,0.146532,Stable
11,10,0,3.64,0,0,0,0,50,2,0,41,50,39381,4.066326,0,2,12.1,11,0.434174,0.182073,0.142857,0.070028,0.170868,Stable
8,7,0,4,0,0,0,0,4,3,0,42,50,19281,4.159898,0,1,8.8,29,0.333333,0.333333,0.333333,0,0,Slow
22,169,1,3.38,0,0,0,0,50,5,0,35,50,9341,4.147415,0,3,24.2,60,0.359779,0.171587,0.169742,0.090406,0.208487,Stable
8,7,1,3.7,0,0,0,0,50,3,0,41,50,39381,4.066326,0,2,8.8,60,0.438345,0.188447,0.152806,0.07415,0.146252,Hot
19,26,1,3.01,2,1,0,1,10,6,0,47,40,5048,4.159667,0,4,20.9,37,0.278049,0.121951,0.209756,0.112195,0.278049,Stable
11,10,0,3.67,0,0,0,0,50,2,0,39,50,2377,4.063525,0,2,12.1,46,0.437209,0.148837,0.186047,0.106977,0.12093,Stable
6,6,0,4.17,0,0,0,0,9,2,0,37,50,2996,4.348798,0,1,6.6,46,0.584158,0.213861,0.071287,0.045545,0.085149,Stable
7,56,1,4.16,0,0,0,0,15,2,0,41,50,25222,4.001546,0,2,7.7,46,0.54209,0.230044,0.124819,0.047896,0.055152,Stable
7,6,1,3.84,0,0,0,0,10,2,0,20,50,7069,4.055029,0,1,7.7,60,0.480789,0.186047,0.144085,0.072801,0.116279,Hot
8,11,0,2.81,0,0,0,0,50,2,0,17,50,31,3.580645,0,2,8.8,67,0.238095,0.095238,0.190476,0.190476,0.285714,Slow
14,26,0,3.61,0,0,0,0,2,3,0,39,50,7385,4.087339,0,1,15.4,25,0.430556,0.194444,0.111111,0.083333,0.180556,Slow
6,6,1,3.67,0,0,0,0,5,2,0,38,50,4705,4.040595,0,8,6.6,13,0.333333,0.296296,0.185185,0.074074,0.111111,Slow
11,12,0,3.45,0,0,0,0,50,2,0,79,50,1490,3.946309,0,2,12.1,4,0.366507,0.173206,0.179904,0.104306,0.176077,Stable
6,21,0,3.18,0,0,0,0,13,2,0,34,50,9827,4.11387,1,2,6.6,46,0.303665,0.167539,0.169284,0.120419,0.239092,Stable
7,47,0,4.02,0,0,0,0,50,2,0,42,50,35262,3.939482,0,3,7.7,37,0.553957,0.161871,0.124101,0.070144,0.089928,Stable
6,76,1,4.29,1,0,1,0,50,2,0,32,50,28159,4.183387,0,2,6.6,4,0.616887,0.1861,0.109707,0.04193,0.045376,Hot
7,16,0,3.71,0,0,0,0,50,2,0,45,50,1702,3.907168,0,2,7.7,53,0.447545,0.18471,0.142299,0.081473,0.143973,Hot
9,65,1,3.7,0,0,0,0,50,3,0,36,50,3373,3.96472,0,3,9.9,53,0.432099,0.197531,0.160494,0.061728,0.148148,Stable
8,10,0,5,0,0,0,0,5,2,0,23,50,127,3.874016,0,1,8.8,69,1,0,0,0,0,Slow
11,84,1,3.61,0,0,0,0,5,2,0,27,50,435,3.855172,0,1,12.1,22,0.333333,0.277778,0.222222,0,0.166667,Slow
8,7,1,3.76,0,0,0,0,10,2,0,38,50,108048,4.052504,1,3,8.8,28,0.421533,0.218586,0.168866,0.076116,0.114898,Hot
18,17,0,4.17,0,0,0,0,18,5,0,39,50,3309,4.250529,0,8,19.8,37,0.567978,0.213998,0.105296,0.043357,0.069371,Hot
11,30,0,5,0,0,0,0,50,3,0,78,50,22621,4.295124,0,2,12.1,58,?,?,?,?,?,Slow
4.83,51,1,2,0,0,0,0,3,1,0,39,50,57,3.824561,0,1,5.313,60,0,0,0,1,0,Slow
8,7,1,4.57,0,0,0,0,2,3,0,37,50,610,3.814754,0,1,8.8,8,0.714286,0.142857,0.142857,0,0,Slow
5.85,13,1,3.16,0,0,0,0,9,2,0,38,50,25631,3.894737,0,1,6.435,11,0.30897,0.172757,0.16113,0.086379,0.270764,Stable
11,10,1,3.96,2,1,1,0,50,2,0,27,50,794,4.277078,0,1,12.1,53,0.68,0,0.08,0.08,0.16,Slow
9,34,1,4.44,0,0,0,0,50,3,0,39,50,1385,4.12491,0,3,9.9,4,0.722222,0.166667,0,0.055556,0.055556,Slow
15,101,0,3.91,1,1,0,0,22,4,0,40,50,29044,4.160274,1,4,16.5,69,0.517028,0.164087,0.145511,0.063467,0.109907,Stable
5,5,0,4.06,0,0,0,0,50,2,0,39,50,2610,4.158238,0,3,5.5,60,0.553299,0.187817,0.126904,0.030457,0.101523,Stable
8,7,1,3.52,0,0,0,0,17,3,0,41,50,139223,3.933581,0,2,8.8,46,0.391304,0.130435,0.173913,0.217391,0.086957,Slow
5.69,5,0,4.26,1,0,1,0,50,1,0,51,50,2199,4.236471,0,3,6.259,4,0.587719,0.218045,0.110276,0.037594,0.046366,Stable
6,41,1,4.1,0,0,0,0,47,2,0,41,50,9926,3.949224,0,2,6.6,60,0.528222,0.222577,0.132055,0.052183,0.064963,Stable
11,89,0,3.77,0,0,0,0,4,2,0,37,50,104269,4.253287,0,2,12.1,45,0.458333,0.166667,0.1875,0.0625,0.125,Slow
1.72,56,1,4,0,0,0,0,5,1,0,27,36,1338,4.09716,0,8,1.892,53,0.5,0.166667,0.166667,0.166667,0,Slow
5.78,26,0,3.84,0,0,0,0,50,2,0,37,50,3549,3.982249,0,2,6.358,60,0.462132,0.201262,0.153576,0.078541,0.104488,Hot
11,10,0,4.23,0,0,0,0,50,2,0,48,50,5781,4.274866,0,3,12.1,4,0.593327,0.195672,0.118124,0.029757,0.06312,Stable
12,11,0,3.67,0,0,0,0,50,3,0,24,50,870,3.891954,0,2,13.2,60,0.404025,0.216718,0.168731,0.066563,0.143963,Stable
8,42,0,3.5,0,0,0,0,50,3,0,41,50,8433,3.875963,0,2,8.8,43,0.386308,0.163814,0.180929,0.100244,0.168704,Stable
1.89,2,0,3.46,0,0,0,0,1,1,0,33,50,540,4.105556,0,1,2.079,4,0.410256,0.205128,0.051282,0.102564,0.230769,Slow
12,17,0,4.21,0,0,0,0,50,3,0,43,50,20478,3.910343,1,3,13.2,60,0.582524,0.194175,0.126214,0.048544,0.048544,Stable
6,6,1,3.6,0,0,0,0,2,2,0,20,50,7314,3.938201,0,1,6.6,46,0.427065,0.158172,0.154657,0.103691,0.156415,Hot
4,4,1,4.28,1,0,1,0,4,1,0,18,50,15538,4.156198,0,1,4.4,39,0.606613,0.201254,0.104903,0.037058,0.050171,Stable
7,33,0,2.75,0,0,0,0,29,2,0,43,50,41623,3.917449,1,2,7.7,11,0.375,0,0.125,0,0.5,Slow
8,7,0,3.9,0,0,0,0,50,3,0,21,50,6126,4.318315,1,8,8.8,52,0.428571,0.333333,0.095238,0,0.142857,Slow
5,5,0,4.5,0,0,0,0,50,2,0,45,50,10600,3.867547,0,2,5.5,46,0.666667,0.166667,0.166667,0,0,Slow
5.84,5,0,3.45,0,0,0,0,43,1,0,48,50,32168,3.884544,0,2,6.424,25,0.374238,0.165396,0.17378,0.110518,0.176067,Hot
8,13,0,3.99,0,0,0,0,50,3,0,44,50,33148,3.975624,0,2,8.8,25,0.518707,0.189611,0.139847,0.062114,0.08972,Hot
19,21,0,4.09,0,0,0,0,1,6,0,40,50,9116,4.092914,1,8,20.9,11,0.574632,0.185138,0.095452,0.047406,0.097373,Stable
11,10,1,3.54,0,0,0,0,50,2,0,42,50,885,4.155932,1,5,12.1,4,0.384615,0.230769,0.076923,0.153846,0.153846,Slow
3.85,10,0,3.33,0,0,0,0,7,1,0,25,50,7676,4.039474,0,8,4.235,52,0.333333,0.333333,0,0,0.333333,Slow
9,48,1,4.01,0,0,0,0,50,3,0,25,50,6632,3.748794,0,3,9.9,52,0.511111,0.185185,0.17037,0.074074,0.059259,Stable
8,9,0,5,0,0,0,0,5,3,0,38,50,108048,4.052504,1,8,8.8,43,?,?,?,?,?,Slow
11,10,0,4,0,0,0,0,6,3,0,36,50,73119,4.004267,1,3,12.1,60,0.466063,0.266968,0.149321,0.031674,0.085973,Stable
6,13,1,3.85,0,0,0,0,50,2,0,40,50,15076,4.084969,0,2,6.6,53,0.508897,0.162811,0.136121,0.05516,0.137011,Hot
5,33,0,3.98,0,0,0,0,50,1,0,41,50,366898,4.036081,0,2,5.5,43,0.497643,0.205671,0.154543,0.065342,0.0768,Hot
16,14,1,4.05,0,0,0,0,50,5,0,36,50,514,4.217899,0,2,17.6,60,0.52439,0.219512,0.134146,0.02439,0.097561,Slow
13,11,0,3.91,0,0,0,0,50,3,0,28,50,38,3.473684,0,8,14.3,69,0.636364,0.090909,0,0.090909,0.181818,Slow
9,34,1,3.14,0,0,0,0,50,3,0,40,50,1472,3.534647,0,1,9.9,39,0.285714,0.214286,0.107143,0.142857,0.25,Slow
7,6,1,3.64,0,0,0,0,50,2,0,104,50,855,4.264327,0,8,7.7,46,0.363636,0.363636,0,0.090909,0.181818,Slow
6,6,0,3.96,0,0,0,0,50,2,0,40,50,45964,3.998651,0,2,6.6,60,0.523763,0.1634,0.156051,0.062469,0.094317,Hot
8,7,1,3.71,0,0,0,0,50,2,0,35,50,12974,3.965701,0,2,8.8,20,0.418605,0.21041,0.158361,0.088594,0.124031,Hot
4.7,17,1,4,0,0,0,0,3,1,0,43,50,80093,4.006692,0,1,5.17,11,0.4,0.3,0.2,0.1,0,Slow
4,4,1,3.45,0,0,0,0,46,1,0,45,50,21412,4.149262,0,8,4.4,60,0.356941,0.211756,0.149433,0.09136,0.19051,Hot
8,7,1,3.57,0,0,0,0,50,2,0,41,50,5365,3.945946,0,2,8.8,60,0.359223,0.20712,0.203883,0.106796,0.122977,Stable
16,59,1,3.5,0,0,0,0,50,4,0,43,50,3743,3.897141,0,8,17.6,4,0.364865,0.198198,0.189189,0.063063,0.184685,Stable
11,10,0,3.29,0,0,0,0,50,3,0,80,50,168,3.732143,0,8,12.1,11,0.342105,0.131579,0.210526,0.105263,0.210526,Slow
5.77,5,0,3.85,0,0,0,0,50,2,0,43,50,19735,3.97507,0,2,6.347,4,0.467497,0.198479,0.153181,0.078492,0.102351,Hot
8,84,0,4.19,1,0,1,0,50,3,0,37,50,80713,4.187814,0,3,8.8,4,0.564556,0.21283,0.121229,0.052188,0.049198,Hot
14,13,0,4.5,1,0,1,0,50,3,0,40,50,7627,4.047725,0,2,15.4,25,0.725664,0.150442,0.061947,0.026549,0.035398,Slow
6,26,0,3.25,0,0,0,0,50,2,0,40,50,99,3.646465,0,1,6.6,4,0.166667,0.166667,0.5,0.083333,0.083333,Slow
13,11,1,4,0,0,0,0,29,3,0,42,50,45151,4.032956,0,2,14.3,69,0.75,0,0,0,0.25,Slow
11,50,0,4.22,1,0,1,0,50,3,0,43,50,36361,3.96752,0,3,12.1,60,0.571925,0.219597,0.112578,0.04378,0.05212,Hot
4,4,0,3.39,0,0,0,0,7,1,0,48,50,32168,3.884544,0,2,4.4,46,0.342273,0.164751,0.197957,0.130268,0.164751,Stable
5.77,16,0,3.72,0,0,0,0,50,2,0,44,50,6570,4.220091,0,4,6.347,4,0.409025,0.219796,0.165939,0.088792,0.116448,Stable
9,50,0,4.17,0,0,0,0,50,3,0,41,50,15106,4.007149,0,3,9.9,4,0.579918,0.183607,0.125,0.047541,0.063934,Hot
11,16,1,3.75,0,0,0,0,50,2,0,42,50,120781,4.1524,1,1,12.1,4,0.45145,0.179067,0.163934,0.074401,0.131148,Hot
9,22,1,4.24,0,0,0,0,7,3,0,51,50,4516,4.231842,0,2,9.9,25,0.603053,0.19084,0.10687,0.045802,0.053435,Stable
5.81,34,1,3.54,0,0,0,0,2,2,0,43,50,80093,4.006692,0,1,6.391,53,0.351852,0.148148,0.314815,0.055556,0.12963,Stable
11,59,0,3.66,0,0,0,0,50,3,0,54,50,4811,4.194554,0,3,12.1,67,0.357143,0.25,0.178571,0.125,0.089286,Slow
11,10,0,3.69,0,0,0,0,50,2,0,37,50,5281,4.023291,1,2,12.1,53,0.456019,0.164815,0.148148,0.072222,0.158796,Hot
8,7,1,3.53,0,0,0,0,50,3,0,42,50,2510,3.903586,0,8,8.8,11,0.405251,0.191781,0.127854,0.079909,0.195205,Stable
11,10,0,3.65,0,0,0,0,50,3,0,46,50,78616,4.310433,0,2,12.1,60,0.436003,0.172998,0.154831,0.078448,0.157721,Hot
6,6,0,4.07,0,0,0,0,50,2,0,24,50,10474,3.908535,0,1,6.6,60,0.521327,0.221564,0.135071,0.052133,0.069905,Stable
5,6,0,4.07,0,0,0,0,50,1,0,41,50,32778,4.048356,0,2,5.5,22,0.535194,0.200243,0.135922,0.052184,0.076456,Stable
6,6,1,3.92,0,0,0,0,50,2,0,38,50,1411,3.923459,0,1,6.6,52,0.502463,0.183908,0.144499,0.067323,0.101806,Stable
8,7,1,4.02,0,0,0,0,50,2,0,43,50,42919,4.105967,0,2,8.8,4,0.505184,0.199811,0.169651,0.059378,0.065975,Stable
13,26,0,4.06,0,0,0,0,50,3,0,35,50,3682,4.463064,0,8,14.3,58,0.575221,0.141593,0.132743,0.070796,0.079646,Slow
11,10,0,3.73,0,0,0,0,5,3,0,68,50,1746,4.024055,0,8,12.1,69,0.409091,0.227273,0.181818,0.045455,0.136364,Slow
5.65,25,0,3.65,0,0,0,0,50,1,0,43,50,23465,4.017601,1,8,6.215,52,0.430622,0.177033,0.155502,0.086124,0.150718,Hot
8,16,0,4.04,0,0,0,0,9,2,0,43,50,3665,4.19427,0,2,8.8,60,0.484581,0.246067,0.156073,0.048458,0.064821,Hot
3,3,1,4.29,1,0,1,0,5,1,0,34,50,1050,3.88381,0,2,3.3,4,0.62069,0.224138,0.051724,0.034483,0.068966,Slow
8,7,0,3.88,0,0,0,0,1,2,0,25,50,334,3.736527,0,1,8.8,69,0.625,0.125,0,0,0.25,Slow
13,14,0,3.74,0,0,0,0,50,3,0,18,50,5466,3.94109,0,2,14.3,11,0.448916,0.188854,0.148091,0.082043,0.132095,Hot
11,88,0,4.1,0,0,0,0,25,3,0,35,50,35751,4.022153,1,2,12.1,69,0.540951,0.213342,0.124174,0.046896,0.074637,Stable
7,22,0,3.5,0,0,0,0,3,2,0,37,50,1531,3.760287,0,1,7.7,46,0.25,0.25,0.25,0.25,0,Slow
5,5,0,3.97,0,0,0,0,6,2,0,29,50,6876,3.775451,0,1,5.5,60,0.533457,0.167286,0.128253,0.076208,0.094796,Stable
6,6,0,3.84,0,0,0,0,50,2,0,39,50,24564,3.92888,0,6,6.6,4,0.472492,0.171521,0.165049,0.10356,0.087379,Stable
3,3,1,4.12,0,0,0,0,6,1,0,49,50,55670,4.121484,1,2,3.3,52,0.556617,0.193206,0.132343,0.052017,0.065817,Hot
12,26,0,4.16,0,0,0,0,50,3,0,43,50,18029,4.100616,0,2,13.2,60,0.580694,0.179487,0.126697,0.042232,0.07089,Stable
11,10,1,3.09,0,0,0,0,50,3,0,38,50,16487,3.967611,0,2,12.1,4,0.227273,0.227273,0.181818,0.136364,0.227273,Slow
8,118,0,3.85,0,0,0,0,50,2,0,43,50,23485,4.024697,0,2,8.8,61,0.459706,0.216356,0.146884,0.071854,0.1052,Hot
6,6,0,3.07,0,0,0,0,1,2,0,27,50,23161,3.930573,0,1,6.6,4,0.309091,0.109091,0.2,0.109091,0.272727,Slow
9,57,0,3.63,0,0,0,0,50,3,0,71,50,14442,4.143055,0,2,9.9,4,0.417808,0.219178,0.10274,0.09589,0.164384,Stable
8,7,0,3.6,0,0,0,0,50,3,0,24,50,3771,3.881464,0,2,8.8,46,0.453901,0.156028,0.134752,0.049645,0.205674,Stable
5,5,0,5,0,0,0,0,13,2,0,41,50,5316,4.224605,0,4,5.5,4,1,0,0,0,0,Slow
8,7,0,3.71,0,0,0,0,5,2,0,23,50,211,3.545024,0,1,8.8,25,0.571429,0,0.142857,0.142857,0.142857,Slow
9,8,1,3.94,0,0,0,0,50,3,0,41,50,18877,4.079886,0,3,9.9,60,0.485362,0.20934,0.151022,0.066682,0.087593,Hot
8,7,1,3.32,0,0,0,0,30,3,0,28,50,88193,4.080891,1,3,8.8,52,0.33082,0.180961,0.173421,0.103676,0.211122,Hot
4.81,5,1,5,0,0,0,0,5,1,0,47,50,6,4.333333,0,1,5.291,69,?,?,?,?,?,Slow
14,104,1,3.44,0,0,0,0,50,4,0,31,50,151,3.761589,0,2,15.4,43,0.28169,0.239437,0.267606,0.056338,0.15493,Slow
8,26,0,5,0,0,0,0,50,2,0,33,50,138,3.65942,0,2,8.8,69,1,0,0,0,0,Slow
7,81,1,3.57,0,0,0,0,30,2,0,43,50,7602,3.856617,1,1,7.7,24,0.434783,0.086957,0.217391,0.130435,0.130435,Slow
3,3,0,3.67,0,0,0,0,2,1,0,40,50,38100,4.29147,0,8,3.3,60,0.333333,0.25,0.25,0.083333,0.083333,Slow
8,8,0,3.63,0,0,0,0,50,3,0,38,50,1761,4.089722,0,2,8.8,60,0.427807,0.176471,0.165775,0.058824,0.171123,Stable
8,10,0,3.5,0,0,0,0,5,2,0,20,50,117,3.786325,0,1,8.8,69,0.5,0,0.166667,0.166667,0.166667,Slow
12,11,0,3.34,0,0,0,0,50,3,0,14,50,1021,3.681685,1,2,13.2,11,0.343856,0.181511,0.157835,0.109357,0.207441,Stable
11,22,1,2.71,2,1,0,1,1,2,0,43,50,746,4.018767,0,8,12.1,4,0.25,0.083333,0.208333,0.041667,0.416667,Slow
8,7,1,3,0,0,0,0,50,2,0,35,50,5768,4.484397,0,2,8.8,60,0.272727,0.090909,0.272727,0.090909,0.272727,Slow
8,7,0,4.39,1,0,1,0,50,3,0,38,50,1290,4.212403,0,2,8.8,37,0.693694,0.126126,0.09009,0.054054,0.036036,Slow
6,30,0,3.53,0,0,0,0,50,2,0,41,50,383,3.793734,0,2,6.6,11,0.4,0.187692,0.147692,0.073846,0.190769,Stable
11,26,0,4.25,0,0,0,0,50,2,0,70,50,874,4.05492,1,8,12.1,37,0.666667,0.166667,0,0.083333,0.083333,Slow
8,7,1,3.86,0,0,0,0,2,3,0,28,50,889,4.390326,0,1,8.8,53,0.5,0.142857,0.178571,0.071429,0.107143,Slow
8,7,0,3.58,0,0,0,0,24,2,0,36,50,21226,4.014181,0,2,8.8,60,0.347107,0.238017,0.193388,0.092562,0.128926,Stable
9,9,1,3.74,0,0,0,0,50,3,0,44,50,246312,4.203725,0,2,9.9,60,0.382682,0.250931,0.190875,0.078678,0.096834,Hot
14,12,0,5,0,0,0,0,5,3,0,41,50,9217,4.17305,0,8,15.4,46,1,0,0,0,0,Slow
13,11,1,3.88,0,0,0,0,34,3,0,19,50,56745,3.981073,0,5,14.3,53,0.464869,0.227124,0.142974,0.054739,0.110294,Stable
4.84,5,1,4.09,0,0,0,0,2,1,0,43,50,16099,3.951488,1,1,5.324,60,0.526316,0.210526,0.175439,0,0.087719,Slow
5,5,0,4.11,0,0,0,0,50,2,0,43,50,10436,4.044845,0,4,5.5,52,0.574468,0.170213,0.138298,0.021277,0.095745,Stable
14,89,1,3.43,0,0,0,0,9,3,0,40,50,5985,4.231746,0,2,15.4,45,0.35085,0.20711,0.151468,0.098918,0.191654,Stable
3,60,1,3.57,1,0,0,1,1,1,0,27,50,1500,3.952,0,8,3.3,25,0.428571,0.214286,0.071429,0.071429,0.214286,Slow
7,6,0,3.35,0,0,0,0,4,2,0,47,50,3566,3.732473,0,2,7.7,46,0.369541,0.147816,0.168533,0.090705,0.223404,Hot
5,5,0,3.93,0,0,0,0,50,1,0,29,50,11481,4.095288,0,2,5.5,11,0.475028,0.213036,0.161964,0.066168,0.083804,Hot
9,8,0,4.07,0,0,0,0,50,3,0,22,50,34975,4.336583,0,3,9.9,69,0.518519,0.296296,0.037037,0.037037,0.111111,Slow
9,8,1,4.22,0,0,0,0,50,3,0,138,50,96838,4.264659,0,3,9.9,4,0.582278,0.21097,0.109705,0.037975,0.059072,Stable
8,11,0,4.13,0,0,0,0,50,3,0,15,50,173,4.306358,0,2,8.8,43,0.551181,0.23622,0.07874,0.055118,0.07874,Stable
11,10,0,2,0,0,0,0,50,3,0,19,50,21307,3.999061,0,2,12.1,69,0,0,0,1,0,Slow
19,17,0,3.77,1,1,0,0,2,5,0,27,50,15173,3.959995,0,8,20.9,57,0.480653,0.182287,0.116079,0.066208,0.154772,Stable
8,25,0,3.65,0,0,0,0,50,3,0,39,50,30292,4.227585,1,2,8.8,69,0.434165,0.172547,0.154045,0.091222,0.148021,Hot
7,6,0,3.91,0,0,0,0,50,2,0,32,50,9938,4.124874,0,2,7.7,53,0.492487,0.203673,0.127991,0.077351,0.098497,Hot
12,11,0,3.11,0,0,0,0,3,3,0,29,50,6876,3.775451,0,1,13.2,46,0.336406,0.133641,0.135945,0.087558,0.306452,Stable
7,6,0,3.19,0,0,0,0,50,2,0,43,50,9341,4.012954,1,3,7.7,2,0.314286,0.179592,0.159184,0.077551,0.269388,Stable
8,17,1,3.93,0,0,0,0,50,2,0,41,50,5807,3.984157,0,3,8.8,4,0.507042,0.180751,0.140845,0.079812,0.091549,Stable
8,7,1,5,0,0,0,0,50,3,0,10,50,27175,3.966035,0,3,8.8,25,?,?,?,?,?,Slow
11,10,0,4.32,1,0,1,0,1,2,0,39,1,4448,4.292266,0,5,12.1,4,0.662829,0.150219,0.089638,0.034539,0.062774,Hot
11,30,0,5,0,0,0,0,10,2,0,33,50,1380,4.007246,0,1,12.1,2,?,?,?,?,?,Slow
3.7,47,1,3.18,0,0,0,0,9,1,0,38,50,359,3.409471,0,8,4.07,46,0.363636,0.090909,0.090909,0.272727,0.181818,Slow
14,12,1,3.75,0,0,0,0,48,3,0,37,50,16447,4.030461,0,3,15.4,4,0.412262,0.227801,0.167548,0.077696,0.114693,Stable
11,10,1,4.26,1,0,1,0,50,2,0,38,50,67171,4.102321,0,1,12.1,37,0.577376,0.231736,0.105263,0.043205,0.042419,Stable
18,16,1,3.63,1,0,0,1,50,5,0,27,50,2116,4.14603,0,8,19.8,69,0.379455,0.234801,0.157233,0.090147,0.138365,Stable
12,118,1,4.29,1,0,1,0,50,3,0,38,50,165915,4.256077,0,2,13.2,4,0.612049,0.19925,0.105251,0.03399,0.049461,Hot
14,43,1,4.05,0,0,0,0,50,3,0,43,50,22711,3.872044,0,2,15.4,37,0.556886,0.191617,0.107784,0.02994,0.113772,Stable
8,75,0,4.33,0,0,0,0,50,3,0,41,50,4773,4.002933,0,2,8.8,4,0.333333,0.666667,0,0,0,Slow
1.77,2,1,4.03,0,0,0,0,50,1,0,45,50,783,4.237548,0,8,1.947,60,0.523529,0.201961,0.131373,0.068627,0.07451,Hot
3.73,9,0,4.14,0,0,0,0,50,1,0,44,50,2293,4.145661,0,2,4.103,25,0.554907,0.199766,0.130841,0.057243,0.057243,Stable
8,22,0,3.92,0,0,0,0,47,2,0,43,50,65189,4.04964,0,2,8.8,4,0.583333,0.083333,0.166667,0,0.166667,Slow
18,27,1,4.09,0,0,0,0,50,5,0,42,50,15855,4.052917,0,3,19.8,11,0.522333,0.235943,0.122964,0.044666,0.074094,Stable
4,4,1,4.07,0,0,0,0,50,1,0,48,50,32168,3.884544,0,2,4.4,69,0.5,0.26087,0.130435,0.021739,0.086957,Slow
5.68,7,0,3.89,0,0,0,0,50,1,0,41,50,7544,4.05448,0,8,6.248,11,0.477273,0.202922,0.152597,0.065747,0.101461,Hot
1.75,6,1,3,0,0,0,0,1,1,0,35,50,2782,4.069015,0,8,1.925,4,0,0.5,0,0.5,0,Slow
14,84,1,4.13,0,0,0,0,2,3,0,43,50,849,3.707892,0,8,15.4,60,0.583333,0.166667,0.116667,0.066667,0.066667,Slow
8,7,1,2.75,0,0,0,0,5,3,0,25,50,9470,3.956811,0,8,8.8,53,0.228346,0.133858,0.149606,0.133858,0.354331,Stable
6,9,0,4.04,0,0,0,0,50,2,0,41,50,55089,4.032947,1,2,6.6,46,0.507915,0.211669,0.160109,0.052917,0.06739,Hot
5.89,5,0,3.25,0,0,0,0,2,2,0,24,50,4295,3.849593,0,1,6.479,53,0.32398,0.165816,0.17602,0.102041,0.232143,Stable
5,5,1,3.77,0,0,0,0,50,1,0,39,50,3883,4.288179,0,3,5.5,60,0.43908,0.2,0.158621,0.094253,0.108046,Stable
2.71,3,0,4.03,0,0,0,0,50,1,0,38,50,151249,4.049157,0,2,2.981,25,0.498718,0.21689,0.163059,0.059242,0.062091,Hot
11,10,0,5,0,0,0,0,3,2,0,42,50,299,4.247492,0,8,12.1,11,1,0,0,0,0,Slow
16,14,0,4.1,0,0,0,0,50,4,0,44,50,16803,4.155032,0,2,17.6,11,0.6,0.1,0.2,0,0.1,Slow
