@RELATION full_data_modified

@ATTRIBUTE price NUMERIC
@ATTRIBUTE retail_price NUMERIC
@ATTRIBUTE uses_ad_boosts NUMERIC
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE badges_count NUMERIC
@ATTRIBUTE badge_local_product NUMERIC
@ATTRIBUTE badge_product_quality NUMERIC
@ATTRIBUTE badge_fast_shipping NUMERIC
@ATTRIBUTE product_variation_inventory NUMERIC
@ATTRIBUTE shipping_option_price NUMERIC
@ATTRIBUTE shipping_is_express NUMERIC
@ATTRIBUTE countries_shipped_to NUMERIC
@ATTRIBUTE inventory_total NUMERIC
@ATTRIBUTE merchant_rating_count NUMERIC
@ATTRIBUTE merchant_rating NUMERIC
@ATTRIBUTE merchant_has_profile_picture NUMERIC
@ATTRIBUTE size_encoded NUMERIC
@ATTRIBUTE price_converted NUMERIC
@ATTRIBUTE color_encoded NUMERIC
@ATTRIBUTE units_sold_categories NUMERIC
@ATTRIBUTE rating_five_proportion NUMERIC
@ATTRIBUTE rating_four_proportion NUMERIC
@ATTRIBUTE rating_three_proportion NUMERIC
@ATTRIBUTE rating_two_proportion NUMERIC
@ATTRIBUTE rating_one_proportion NUMERIC

@DATA
12.0,118,1,4.29,1,0,1,0,50,3,0,38,50,165915,4.256076906849893,0,2,13.2,4,Hot,0.6120487576183778,0.1992498827941866,0.10525082044069387,0.033989685888420065,0.04946085325832161
14.0,43,1,4.05,0,0,0,0,50,3,0,43,50,22711,3.8720443837787855,0,2,15.400000000000002,37,Stable,0.5568862275449101,0.19161676646706588,0.10778443113772455,0.029940119760479042,0.11377245508982035
8.0,75,0,4.33,0,0,0,0,50,3,0,41,50,4773,4.002933165723864,0,2,8.8,4,Slow,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
1.77,2,1,4.03,0,0,0,0,50,1,0,45,50,783,4.237547892720307,0,8,1.9470000000000005,60,Hot,0.5235294117647059,0.2019607843137255,0.13137254901960785,0.06862745098039216,0.07450980392156863
3.73,9,0,4.14,0,0,0,0,50,1,0,44,50,2293,4.145660706498037,0,2,4.103000000000001,25,Stable,0.5549065420560748,0.19976635514018692,0.1308411214953271,0.05724299065420561,0.05724299065420561
8.0,22,0,3.92,0,0,0,0,47,2,0,43,50,65189,4.049640276733805,0,2,8.8,4,Slow,0.5833333333333334,0.08333333333333333,0.16666666666666666,0.0,0.16666666666666666
18.0,27,1,4.09,0,0,0,0,50,5,0,42,50,15855,4.052917060864081,0,3,19.8,11,Stable,0.5223331581713084,0.23594324750394113,0.12296374146085129,0.04466631634261692,0.07409353652128219
4.0,4,1,4.07,0,0,0,0,50,1,0,48,50,32168,3.884543645859239,0,2,4.4,69,Slow,0.5,0.2608695652173913,0.13043478260869565,0.021739130434782608,0.08695652173913043
5.68,7,0,3.89,0,0,0,0,50,1,0,41,50,7544,4.05448038176034,0,8,6.248,11,Hot,0.4772727272727273,0.20292207792207792,0.1525974025974026,0.06574675324675325,0.10146103896103896
1.75,6,1,3.0,0,0,0,0,1,1,0,35,50,2782,4.06901509705248,0,8,1.9250000000000005,4,Slow,0.0,0.5,0.0,0.5,0.0
14.0,84,1,4.13,0,0,0,0,2,3,0,43,50,849,3.7078916372202593,0,8,15.400000000000002,60,Slow,0.5833333333333334,0.16666666666666666,0.11666666666666667,0.06666666666666667,0.06666666666666667
8.0,7,1,2.75,0,0,0,0,5,3,0,25,50,9470,3.9568109820485744,0,8,8.8,53,Stable,0.2283464566929134,0.13385826771653545,0.14960629921259844,0.13385826771653545,0.3543307086614173
6.0,9,0,4.04,0,0,0,0,50,2,0,41,50,55089,4.032946686271306,1,2,6.6000000000000005,46,Hot,0.5079149706015378,0.21166892808683854,0.16010854816824965,0.052917232021709636,0.0673903211216644
5.89,5,0,3.25,0,0,0,0,2,2,0,24,50,4295,3.849592549476135,0,1,6.479,53,Stable,0.3239795918367347,0.16581632653061223,0.1760204081632653,0.10204081632653061,0.23214285714285715
5.0,5,1,3.77,0,0,0,0,50,1,0,39,50,3883,4.288179242853464,0,3,5.5,60,Stable,0.43908045977011495,0.2,0.15862068965517243,0.09425287356321839,0.10804597701149425
2.71,3,0,4.03,0,0,0,0,50,1,0,38,50,151249,4.04915734980066,0,2,2.9810000000000003,25,Hot,0.4987183138706921,0.2168897749928795,0.16305895756194816,0.05924238108800912,0.06209057248647109
11.0,10,0,5.0,0,0,0,0,3,2,0,42,50,299,4.247491638795987,0,8,12.1,11,Slow,1.0,0.0,0.0,0.0,0.0
16.0,14,0,4.1,0,0,0,0,50,4,0,44,50,16803,4.155031839552461,0,2,17.6,11,Slow,0.6,0.1,0.2,0.0,0.1
7.0,26,0,4.01,0,0,0,0,50,2,0,37,50,8242,4.216694976947343,0,2,7.700000000000001,60,Stable,0.522140221402214,0.2047970479704797,0.12730627306273062,0.05350553505535055,0.09225092250922509
4.0,4,1,1.0,0,0,0,0,20,1,0,44,50,254,3.515748031496063,0,1,4.4,11,Slow,0.0,0.0,0.0,0.0,1.0
6.0,6,1,3.13,0,0,0,0,50,2,0,41,50,18877,4.079885575038406,0,2,6.6000000000000005,46,Slow,0.375,0.125,0.125,0.0,0.375
8.0,17,0,5.0,0,0,0,0,50,3,0,48,50,8,3.625,0,2,8.8,60,Slow,nan,nan,nan,nan,nan
4.0,4,1,4.24,1,0,1,0,50,1,0,50,50,3053,3.8584998362266623,0,2,4.4,67,Slow,0.6097560975609756,0.14634146341463414,0.17073170731707318,0.024390243902439025,0.04878048780487805
11.0,20,0,3.92,0,0,0,0,16,3,0,41,50,12371,3.871635276048824,0,2,12.1,11,Hot,0.4758887715593101,0.2238648363252376,0.1397395283350933,0.06511791622668074,0.09538894755367829
12.0,59,0,3.47,0,0,0,0,50,3,0,41,50,3592,4.062360801781737,0,2,13.2,60,Stable,0.3692722371967655,0.1725067385444744,0.18598382749326145,0.1078167115902965,0.16442048517520216
11.0,11,0,2.99,0,0,0,0,50,2,0,17,50,5264,4.032864741641338,0,2,12.1,67,Stable,0.25877192982456143,0.16666666666666666,0.15789473684210525,0.14035087719298245,0.27631578947368424
1.91,2,0,4.05,0,0,0,0,2,1,0,22,50,2399,4.105460608586911,0,1,2.101,11,Hot,0.5523672883787661,0.1793400286944046,0.11621233859397417,0.06886657101865136,0.08321377331420372
5.7,58,0,3.45,0,0,0,0,50,1,0,45,50,96276,4.096233744650796,0,5,6.2700000000000005,4,Hot,0.3596276335129838,0.17099461048505635,0.18949044585987262,0.11881430671239589,0.16107300342969133
8.0,17,0,4.47,1,0,1,0,50,2,0,40,50,1963,4.397350993377484,0,2,8.8,4,Stable,0.6626240352811467,0.2061742006615215,0.0926130099228225,0.017640573318632856,0.020948180815876516
9.0,8,0,3.58,0,0,0,0,50,3,0,43,50,13814,3.8568843202548138,0,2,9.9,52,Stable,0.35802469135802467,0.24691358024691357,0.16049382716049382,0.08641975308641975,0.14814814814814814
5.72,9,0,2.5,0,0,0,0,5,1,0,33,50,1373,3.899490167516388,0,1,6.292,25,Slow,0.25,0.0,0.0,0.5,0.25
2.0,10,0,3.2,0,0,0,0,1,1,0,41,50,8225,3.99063829787234,0,8,2.2,60,Slow,0.3,0.1,0.3,0.1,0.2
9.0,9,0,4.16,0,0,0,0,50,3,0,43,50,16527,3.940158528468568,0,2,9.9,52,Stable,0.627906976744186,0.14728682170542637,0.09302325581395349,0.023255813953488372,0.10852713178294573
15.0,13,0,4.0,0,0,0,0,50,4,0,42,50,331,4.021148036253776,0,2,16.5,60,Slow,0.5,0.25,0.0,0.25,0.0
20.0,17,0,4.17,0,0,0,0,50,6,0,36,50,26,3.923076923076923,0,2,22.0,53,Slow,0.5833333333333334,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333
6.0,9,1,3.67,0,0,0,0,50,2,0,42,50,3300,4.024242424242424,0,2,6.6000000000000005,60,Stable,0.4144736842105263,0.21710526315789475,0.14473684210526316,0.0756578947368421,0.14802631578947367
3.0,3,1,3.08,0,0,0,0,1,1,0,38,50,7936,3.964591733870968,0,8,3.3000000000000003,4,Stable,0.23853211009174313,0.22935779816513763,0.1559633027522936,0.12844036697247707,0.24770642201834864
9.0,10,0,4.15,0,0,0,0,50,3,0,31,50,5808,4.306990358126722,0,1,9.9,53,Hot,0.5840742172400464,0.18515655199072284,0.10630073444143796,0.04445303440278315,0.08001546192500966
8.0,8,1,3.98,0,0,0,0,50,3,0,42,50,35262,3.939481594918042,0,2,8.8,4,Hot,0.4820099255583127,0.22766749379652607,0.14950372208436724,0.06947890818858561,0.07133995037220843
12.0,75,1,2.82,0,0,0,0,1,3,0,38,50,29,3.034482758620689,0,1,13.2,64,Slow,0.25,0.10714285714285714,0.21428571428571427,0.07142857142857142,0.35714285714285715
11.0,13,1,3.8,0,0,0,0,10,2,0,41,50,23832,4.020434709634105,0,5,12.1,11,Slow,0.4,0.4,0.0,0.0,0.2
9.0,22,1,3.3,0,0,0,0,50,3,0,43,50,16099,3.9514876700416175,1,2,9.9,60,Slow,0.2,0.2,0.4,0.1,0.1
7.0,6,0,4.33,1,0,1,0,50,2,0,34,50,10963,4.323907689501049,0,3,7.700000000000001,60,Stable,0.6319444444444444,0.19444444444444445,0.10416666666666667,0.013888888888888888,0.05555555555555555
5.92,9,1,3.71,0,0,0,0,18,1,0,43,50,5106,4.2128867998433215,0,1,6.5120000000000005,11,Slow,0.4117647058823529,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.11764705882352941
8.0,48,0,4.34,1,0,1,0,50,2,0,9,50,3403,4.337349397590361,0,1,8.8,11,Stable,0.6297229219143576,0.19143576826196473,0.10831234256926953,0.0327455919395466,0.037783375314861464
11.0,134,1,3.54,0,0,0,0,50,3,0,46,50,1926,4.071651090342679,0,2,12.1,4,Slow,0.25,0.39285714285714285,0.14285714285714285,0.07142857142857142,0.14285714285714285
8.0,7,1,3.62,0,0,0,0,50,3,0,38,50,12006,3.901216058637348,0,8,8.8,4,Hot,0.42725954567423874,0.16578057032382792,0.15998066698888352,0.08893185113581441,0.1580473658772354
15.0,115,1,3.94,0,0,0,0,2,4,0,38,50,165915,4.256076906849893,0,3,16.5,60,Hot,0.48671121009651075,0.2095025983667409,0.148181143281366,0.06399406087602079,0.09161098737936155
8.0,7,1,3.59,0,0,0,0,38,2,0,23,50,12309,4.045170200666179,1,3,8.8,3,Hot,0.4189127455459114,0.1708542713567839,0.15121059844677937,0.10187300137048881,0.15714938328003655
1.68,2,1,3.95,0,0,0,0,1,1,0,23,50,12309,4.045170200666179,1,8,1.848,53,Stable,0.542016806722689,0.17647058823529413,0.1134453781512605,0.029411764705882353,0.13865546218487396
24.0,59,1,4.21,0,0,0,0,50,6,0,26,50,4084,4.308276199804114,0,8,26.4,3,Stable,0.60498687664042,0.1968503937007874,0.08398950131233596,0.031496062992125984,0.08267716535433071
5.65,26,0,3.67,0,0,0,0,50,1,0,32,50,3028,4.299207397622193,0,8,6.215000000000001,11,Slow,0.42424242424242425,0.21212121212121213,0.12121212121212122,0.09090909090909091,0.15151515151515152
13.0,11,0,4.35,1,0,1,0,50,3,0,139,50,21,4.047619047619048,0,1,14.3,50,Slow,0.6923076923076923,0.15384615384615385,0.038461538461538464,0.038461538461538464,0.07692307692307693
16.0,106,0,4.07,0,0,0,0,50,5,0,40,50,15551,4.2336827213684005,0,3,17.6,60,Slow,0.5,0.27631578947368424,0.06578947368421052,0.10526315789473684,0.05263157894736842
5.83,5,0,4.36,0,0,0,0,3,1,0,24,50,17471,3.952836128441417,0,1,6.413,69,Slow,0.5909090909090909,0.22727272727272727,0.13636363636363635,0.045454545454545456,0.0
7.0,7,0,3.32,0,0,0,0,50,2,0,31,50,4213,4.0583906954664135,0,1,7.700000000000001,4,Stable,0.3281519861830743,0.18652849740932642,0.16234887737478412,0.12089810017271158,0.20207253886010362
8.0,27,1,3.98,0,0,0,0,1,3,0,43,50,41906,4.216412924163604,0,2,8.8,4,Stable,0.48534201954397393,0.22041259500542887,0.15743756786102062,0.06731813246471227,0.06948968512486428
5.65,9,0,4.23,0,0,0,0,50,2,0,20,50,5534,4.088904951210697,0,4,6.215000000000001,67,Stable,0.5888223552894212,0.19461077844311378,0.12375249500998003,0.04091816367265469,0.05189620758483034
1.8,2,1,3.68,0,0,0,0,4,1,0,20,50,4230,4.041371158392435,0,1,1.98,30,Stable,0.4605263157894737,0.13157894736842105,0.17105263157894737,0.10526315789473684,0.13157894736842105
7.0,6,1,3.0,0,0,0,0,50,2,0,41,50,3060,3.9349673202614377,0,6,7.700000000000001,4,Slow,0.22727272727272727,0.13636363636363635,0.3181818181818182,0.045454545454545456,0.2727272727272727
9.0,108,0,4.06,0,0,0,0,50,3,0,42,50,5934,3.849511290866195,0,2,9.9,4,Stable,0.5396825396825397,0.20634920634920634,0.12301587301587301,0.03968253968253968,0.09126984126984126
12.0,11,0,3.49,0,0,0,0,50,3,0,139,50,779,3.776636713735559,0,3,13.2,11,Stable,0.36318407960199006,0.21890547263681592,0.14427860696517414,0.08955223880597014,0.18407960199004975
8.0,7,0,3.84,0,0,0,0,50,2,0,31,50,2055,3.837956204379562,1,2,8.8,60,Stable,0.42424242424242425,0.25757575757575757,0.15151515151515152,0.06818181818181818,0.09848484848484848
11.0,10,1,3.74,0,0,0,0,50,3,0,41,50,73271,3.954443094812409,1,1,12.1,4,Stable,0.42592592592592593,0.2037037037037037,0.18518518518518517,0.05555555555555555,0.12962962962962962
8.0,7,0,3.54,0,0,0,0,50,3,0,31,50,13946,4.000143410296859,0,1,8.8,60,Hot,0.3728813559322034,0.20787637088733799,0.1650049850448654,0.0967098703888335,0.1575274177467597
7.0,6,0,4.0,0,0,0,0,7,2,0,24,50,1559,4.039127645926876,0,1,7.700000000000001,3,Slow,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
6.0,13,0,3.51,0,0,0,0,50,2,0,43,50,13979,3.870734673438729,1,2,6.6000000000000005,46,Stable,0.3291139240506329,0.21518987341772153,0.22784810126582278,0.08860759493670886,0.13924050632911392
6.0,22,1,4.19,0,0,0,0,3,2,0,55,50,3439,4.417272462925269,0,8,6.6000000000000005,11,Stable,0.5373134328358209,0.24875621890547264,0.13432835820895522,0.029850746268656716,0.04975124378109453
13.0,25,1,3.42,0,0,0,0,50,3,0,41,50,27764,3.9504034000864414,1,2,14.3,56,Slow,0.3670886075949367,0.20253164556962025,0.12658227848101267,0.08860759493670886,0.21518987341772153
7.0,50,1,4.08,0,0,0,0,50,2,0,41,50,12763,3.967484133824336,0,2,7.700000000000001,4,Stable,0.5196078431372549,0.2181372549019608,0.13725490196078433,0.07107843137254902,0.05392156862745098
13.0,11,1,3.5,0,0,0,0,10,3,0,30,50,12919,4.024460097530769,0,2,14.3,53,Stable,0.4375,0.109375,0.140625,0.140625,0.171875
12.0,14,0,3.88,0,0,0,0,50,3,0,22,50,52,3.8846153846153846,0,2,13.2,4,Slow,0.25,0.5,0.125,0.125,0.0
5.71,13,1,4.23,1,0,1,0,50,1,0,38,50,3709,4.242653006201133,0,2,6.281000000000001,53,Stable,0.61198738170347,0.1861198738170347,0.0914826498422713,0.04100946372239748,0.0694006309148265
11.0,51,1,3.0,0,0,0,0,50,2,0,43,50,17222,4.001277435837882,1,2,12.1,60,Slow,0.25,0.25,0.0,0.25,0.25
3.79,49,0,3.93,0,0,0,0,2,1,0,8,50,56999,4.046825382901455,0,1,4.1690000000000005,53,Hot,0.511055634807418,0.18152639087018546,0.13991916310033287,0.06264859724203518,0.10485021398002853
8.0,10,0,3.39,0,0,0,0,3,2,0,23,50,290,3.682758620689655,0,1,8.8,39,Slow,0.2777777777777778,0.3333333333333333,0.05555555555555555,0.16666666666666666,0.16666666666666666
2.0,3,0,4.09,0,0,0,0,50,1,0,38,50,151249,4.04915734980066,0,2,2.2,60,Hot,0.5331140678726267,0.20765435790103154,0.14082822544476006,0.052623710569591864,0.06577963821198983
6.0,22,0,3.74,0,0,0,0,50,2,0,38,50,4233,4.016772974249941,0,2,6.6000000000000005,69,Stable,0.46332046332046334,0.1718146718146718,0.14864864864864866,0.07142857142857142,0.14478764478764478
6.0,6,0,4.2,0,0,0,0,5,2,0,20,50,144,3.7222222222222223,0,1,6.6000000000000005,62,Slow,0.6,0.13333333333333333,0.2,0.0,0.06666666666666667
13.0,11,0,3.75,0,0,0,0,35,3,0,43,50,18029,4.100615674746242,0,1,14.3,67,Slow,0.25,0.25,0.5,0.0,0.0
8.0,25,1,4.25,0,0,0,0,50,3,0,43,50,4072,3.900294695481336,0,3,8.8,46,Stable,0.6181818181818182,0.1590909090909091,0.12727272727272726,0.04090909090909091,0.05454545454545454
7.0,6,0,5.0,0,0,0,0,50,2,0,140,50,0,5.0,0,1,7.700000000000001,3,Slow,nan,nan,nan,nan,nan
11.0,10,0,4.05,0,0,0,0,14,3,0,54,50,8117,4.064925465073303,0,3,12.1,4,Stable,0.5198776758409785,0.19724770642201836,0.1620795107033639,0.053516819571865444,0.0672782874617737
11.0,152,0,3.91,0,0,0,0,50,2,0,43,50,87178,3.908359907316066,0,1,12.1,11,Stable,0.4715346534653465,0.22277227722772278,0.13613861386138615,0.08415841584158416,0.0853960396039604
8.0,7,1,3.8,0,0,0,0,50,3,0,44,50,246312,4.203725356458476,0,2,8.8,25,Stable,0.47556142668428003,0.17437252311756934,0.15323645970937913,0.0726552179656539,0.12417437252311757
1.65,2,1,3.67,0,0,0,0,1,1,0,38,50,5654,3.9587902370003536,0,8,1.815,60,Stable,0.46596858638743455,0.13612565445026178,0.16230366492146597,0.07329842931937172,0.16230366492146597
8.0,22,0,3.7,0,0,0,0,50,3,0,43,50,6651,4.084799278304015,0,2,8.8,4,Hot,0.43694690265486724,0.19579646017699115,0.14933628318584072,0.07079646017699115,0.14712389380530974
12.0,11,1,3.76,0,0,0,0,20,3,0,43,50,1990,4.046733668341709,0,2,13.2,60,Stable,0.43381535038932145,0.22024471635150167,0.1446051167964405,0.07230255839822025,0.12903225806451613
9.0,8,1,3.84,0,0,0,0,50,3,0,30,50,66644,4.137581777804454,1,3,9.9,60,Hot,0.47325933400605447,0.19374369323915236,0.14732593340060546,0.06861755802219979,0.1170534813319879
8.0,7,0,3.33,0,0,0,0,50,2,0,43,50,54504,3.80168428005284,1,3,8.8,4,Hot,0.35385572139303484,0.16262437810945274,0.16200248756218905,0.10074626865671642,0.22077114427860697
11.0,50,1,3.0,0,0,0,0,50,3,0,36,50,17,2.9411764705882355,0,2,12.1,4,Slow,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.2222222222222222
11.0,10,0,4.29,0,0,0,0,50,2,0,21,50,1733,3.842469705712637,0,1,12.1,11,Stable,0.6024390243902439,0.21707317073170732,0.0975609756097561,0.036585365853658534,0.046341463414634146
9.0,8,0,3.75,0,0,0,0,50,3,0,41,50,1029,3.8211856171039846,0,2,9.9,53,Stable,0.43123543123543123,0.19347319347319347,0.1888111888111888,0.06993006993006994,0.11655011655011654
7.0,13,0,3.12,0,0,0,0,50,2,0,42,50,5934,3.849511290866195,0,3,7.700000000000001,2,Hot,0.2998236331569665,0.15696649029982362,0.16049382716049382,0.12698412698412698,0.25573192239858905
6.0,6,0,3.93,0,0,0,0,50,2,0,38,50,151249,4.04915734980066,0,2,6.6000000000000005,4,Slow,0.4878048780487805,0.17073170731707318,0.21951219512195122,0.024390243902439025,0.0975609756097561
7.0,14,0,4.24,0,0,0,0,50,2,0,43,50,1160,4.143965517241379,0,4,7.700000000000001,53,Slow,0.58,0.24,0.08,0.04,0.06
11.0,106,1,3.92,1,0,0,1,12,3,0,45,50,25093,4.068664567807756,1,2,12.1,60,Hot,0.49004926108374386,0.20600985221674878,0.1388177339901478,0.0645320197044335,0.10059113300492611
11.0,85,1,4.08,0,0,0,0,50,3,0,40,50,895,4.334078212290502,0,2,12.1,24,Stable,0.5088105726872246,0.2599118942731278,0.10792951541850221,0.046255506607929514,0.07709251101321586
7.0,6,0,4.12,0,0,0,0,50,2,0,47,50,1369,4.06135865595325,0,2,7.700000000000001,4,Stable,0.497737556561086,0.251131221719457,0.16289592760180996,0.05203619909502263,0.03619909502262444
8.0,72,0,4.01,0,0,0,0,50,2,0,41,50,4136,3.91247582205029,0,2,8.8,61,Stable,0.5555555555555556,0.1437908496732026,0.1568627450980392,0.0457516339869281,0.09803921568627451
15.0,13,0,3.95,0,0,0,0,34,4,0,41,50,32323,4.040497478575627,0,2,16.5,11,Stable,0.5122549019607843,0.1875,0.13541666666666666,0.06311274509803921,0.1017156862745098
9.0,46,0,4.86,0,0,0,0,30,3,0,74,30,2228,4.228007181328546,0,8,9.9,58,Slow,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0
7.0,6,0,4.41,1,0,1,0,2,2,0,17,50,11264,4.101384943181818,0,2,7.700000000000001,56,Hot,0.6660168940870695,0.17868745938921377,0.08966861598440545,0.028265107212475632,0.037361923326835605
11.0,10,1,3.08,0,0,0,0,3,2,0,47,50,103,3.689320388349514,0,1,12.1,46,Slow,0.28205128205128205,0.20512820512820512,0.07692307692307693,0.1794871794871795,0.2564102564102564
6.0,10,0,3.0,0,0,0,0,3,2,0,20,50,232,3.676724137931034,0,1,6.6000000000000005,69,Stable,0.25287356321839083,0.11494252873563218,0.26436781609195403,0.11494252873563218,0.25287356321839083
8.0,10,0,4.07,0,0,0,0,3,2,0,23,50,123,4.040650406504065,0,1,8.8,62,Slow,0.46551724137931033,0.3103448275862069,0.1206896551724138,0.034482758620689655,0.06896551724137931
2.0,2,1,2.92,0,0,0,0,1,1,0,25,50,366,3.9754098360655736,0,5,2.2,29,Slow,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.25
8.0,13,0,4.04,0,0,0,0,50,2,0,51,50,4516,4.231842338352524,0,3,8.8,25,Slow,0.5087719298245614,0.2807017543859649,0.03508771929824561,0.08771929824561403,0.08771929824561403
22.0,159,0,4.04,0,0,0,0,50,5,0,80,50,541,4.097966728280961,0,2,24.200000000000003,4,Stable,0.5404255319148936,0.20851063829787234,0.11063829787234042,0.029787234042553193,0.11063829787234042
11.0,10,0,3.89,0,0,0,0,50,3,0,42,50,124563,4.193588786397245,0,1,12.1,60,Stable,0.4714285714285714,0.25,0.10714285714285714,0.03571428571428571,0.1357142857142857
6.0,6,1,3.73,0,0,0,0,50,2,0,50,50,3053,3.8584998362266623,0,2,6.6000000000000005,69,Stable,0.39436619718309857,0.22535211267605634,0.2112676056338028,0.056338028169014086,0.11267605633802817
6.0,38,0,4.22,0,0,0,0,50,2,0,40,50,213709,4.293899648587566,0,3,6.6000000000000005,4,Stable,0.5960334029227558,0.17849686847599164,0.12108559498956159,0.055323590814196244,0.049060542797494784
9.0,50,1,3.84,0,0,0,0,50,3,0,42,50,3237,3.948409020698177,0,2,9.9,25,Slow,0.43243243243243246,0.2702702702702703,0.08108108108108109,0.13513513513513514,0.08108108108108109
12.0,11,1,3.64,0,0,0,0,29,3,0,36,50,55499,4.138885385322258,0,2,13.2,4,Hot,0.4102863822326125,0.19812974868497954,0.15897136177673876,0.08416130917592052,0.1484511981297487
6.0,6,1,3.71,0,0,0,0,49,2,0,38,50,6714,4.0732797140303845,0,8,6.6000000000000005,4,Hot,0.40465631929046564,0.22062084257206208,0.1714708056171471,0.082039911308204,0.12121212121212122
9.0,33,0,3.81,0,0,0,0,50,3,0,45,50,139788,4.166509285489456,0,2,9.9,4,Stable,0.4951321279554937,0.15438108484005564,0.14325452016689846,0.08205841446453407,0.12517385257301808
18.0,47,0,4.62,2,1,0,1,5,5,0,82,50,1465,4.2266211604095565,1,8,19.8,4,Slow,0.7941176470588235,0.11764705882352941,0.029411764705882353,0.029411764705882353,0.029411764705882353
11.0,108,0,2.95,0,0,0,0,50,3,0,52,50,2608,3.8730828220858897,0,2,12.1,43,Stable,0.2408026755852843,0.15719063545150502,0.19732441471571907,0.12040133779264214,0.2842809364548495
13.0,13,0,3.7,0,0,0,0,10,3,0,52,50,4048,4.0644762845849804,0,2,14.3,4,Stable,0.44879518072289154,0.1686746987951807,0.1716867469879518,0.060240963855421686,0.15060240963855423
11.0,38,1,3.66,0,0,0,0,50,2,0,42,50,73701,4.105127474525448,0,2,12.1,4,Hot,0.40107011481440197,0.20298740385687214,0.17913276111916174,0.0900679968788318,0.12674172333073236
11.0,10,0,4.09,0,0,0,0,4,2,0,20,50,6300,4.078095238095238,0,8,12.1,52,Stable,0.59,0.16,0.1,0.05,0.1
11.0,10,0,4.14,0,0,0,0,50,2,0,43,50,16994,4.2636812992821,1,2,12.1,60,Slow,0.5686274509803921,0.17647058823529413,0.1568627450980392,0.0196078431372549,0.0784313725490196
9.0,34,0,5.0,0,0,0,0,6,3,0,41,50,14676,4.07420278004906,0,2,9.9,60,Slow,nan,nan,nan,nan,nan
2.83,3,1,3.62,0,0,0,0,5,1,0,20,50,3791,3.918754945924558,0,1,3.1130000000000004,25,Hot,0.42020665901262916,0.18484500574052812,0.1515499425947187,0.0843857634902411,0.15901262916188288
7.0,159,0,3.39,0,0,0,0,50,2,0,41,50,8547,4.081783081783081,0,2,7.700000000000001,2,Stable,0.35784313725490197,0.17708333333333334,0.16911764705882354,0.09129901960784313,0.20465686274509803
15.0,28,1,3.23,0,0,0,0,50,4,0,51,50,897,3.850613154960981,0,2,16.5,11,Slow,0.36231884057971014,0.13043478260869565,0.11594202898550725,0.15942028985507245,0.2318840579710145
14.0,68,1,3.44,1,1,0,0,50,3,0,40,50,13075,4.226462715105162,0,2,15.400000000000002,60,Stable,0.33787465940054495,0.20844686648501362,0.18392370572207084,0.09128065395095368,0.1784741144414169
12.0,14,0,5.0,0,0,0,0,50,3,0,22,50,52,3.8846153846153846,0,2,13.2,4,Slow,nan,nan,nan,nan,nan
16.0,22,1,3.15,0,0,0,0,39,4,0,34,50,79,3.4177215189873418,0,3,17.6,25,Slow,0.2777777777777778,0.2361111111111111,0.125,0.08333333333333333,0.2777777777777778
8.0,42,0,3.95,0,0,0,0,50,2,0,40,50,47981,4.025364206665138,0,3,8.8,4,Stable,0.512249443207127,0.19376391982182628,0.133630289532294,0.0556792873051225,0.10467706013363029
12.0,13,0,3.56,0,0,0,0,50,3,0,42,50,117487,4.087737366687378,0,2,13.2,60,Hot,0.4076147816349384,0.15677491601343785,0.17581187010078386,0.10302351623740201,0.15677491601343785
11.0,76,1,4.1,1,1,0,0,50,2,0,40,50,6343,4.149140785117452,0,2,12.1,37,Stable,0.5824175824175825,0.16758241758241757,0.1043956043956044,0.054945054945054944,0.09065934065934066
11.0,14,0,3.93,0,0,0,0,19,3,0,83,50,6383,4.279492401691995,0,2,12.1,37,Stable,0.511520737327189,0.17511520737327188,0.1490015360983103,0.059907834101382486,0.10445468509984639
5.69,5,0,3.61,0,0,0,0,50,2,0,39,50,2114,4.227530747398297,0,3,6.259000000000001,53,Stable,0.41876430205949655,0.18306636155606407,0.14416475972540047,0.09610983981693363,0.15789473684210525
12.0,11,1,3.28,0,0,0,0,50,3,0,38,50,7936,3.964591733870968,0,8,13.2,4,Slow,0.25,0.275,0.2,0.05,0.225
7.0,13,1,3.35,0,0,0,0,50,2,0,40,50,839882,4.103759813878616,0,2,7.700000000000001,22,Hot,0.33035812672176307,0.166831955922865,0.20132231404958678,0.12517906336088155,0.1763085399449036
5.66,5,1,4.29,1,0,1,0,50,1,0,138,50,2174765,4.356187909958088,0,8,6.226000000000001,25,Hot,0.6020309477756286,0.20212765957446807,0.11943907156673114,0.03288201160541586,0.043520309477756286
8.0,7,0,3.39,0,0,0,0,50,2,0,47,50,402743,4.156715324661136,1,2,8.8,58,Hot,0.3635731664928745,0.15745568300312826,0.18143899895724713,0.10045185957594717,0.19708029197080293
